"","1","2","ctRep$cellSource","ctRep$kmeans.cluster","ctRep$age","ctRep$patient","ctRep$probe","ctRep$cellType","kmeans.cluster.1","ITGB1","GSK3B","HPRT","GSK3A","PTEN","HIF1A","IRF2","STAT3","LY6E","JAK1","VEGFA","PTK2","TIMP2","ACVR1","STAT1","PDL-1","IRF1","VEGFB","JAK2","SOCS3","NFKB1","PDGFA","GAPDH","IFNGR1","WNT4","TRAF2","CSF1","FGFR1","KLF5","TNFRSF1A","CSF2RA","INS1","ANPEP","NFATC1","FYN","IAPP","TLR3","BCL6","STAT5","CD44","IFIT1","EGFR","SPP1","IL4RA","CD83","CD74","NUR77","OAS1B","LY75","PDGFB","TNFAIP3","MAP2K6","IRF7","GCG","SST","TNFRSF1B","CD40","OAS2","H2-AA","PPARGC1A","H2-DMA","RSAD2","CD24A","BCL2","TLR4","COL11A1","ICAM1","PPARG","INS2","IFIT3","SFRP1","VCAM1","MX1","IFI44","ICOSL","ANGPT1","PPY","CCR2","TGFB1","TGFBR2","IGF2","COL1A1","CD36","FLT4","PDPN","IL7","MMP9","MMP2","CD14","IGF1","ZEB2","FGR","CEACAM1","BMP5","COL1A2","LEPR","GHRL","AIM2","TEK","CD86","STAT4","TNFSF11","PTGS2","OASL1","IL25","IL18R1","IL34","IL12RB","LCK","MAPK8","IL1R2","ITGAX","CCR6","FGFR3","VAV1","DES","TIMP1","CXCL10","FAP","IL-21","MMP3","ZAP70","GFAP","TNC","SELE","ISG15","CXCL13","KDR","ADGRE1","CD80","CXCR3","IL6","NLRP3","TBX21","CLEC7A","CTLA4","FOXP3","IL1B","ICOS","GATA4","PDGFRB","CD8A","GM13889","IL27R","BMP7","TLR7","CSF2RB","CSF1R","TLR9","IL1A","PECAM1","TNF"
"64",0.705571214047571,1.30183611313502,"tissue",1,"islets","67","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_67_IS_doublet_none_F7",1,10.3999205637864,8.49737583,8.9272147,10.9478981,10.68900698,8.8746627192989,11.2060474,9.31120402,12.37180153,9.90724003,11.3776583844688,9.6115815807897,9.945912584351,7.4384393841542,11.13417327,7.35684919,10.17708389,0,9.30451096,6.4602865,10.43457624,0,14.415734533,7.70998957,9.2523527892309,7.95637228,0,5.7676492706448,0,7.62337438,0,5.9528935095029,0,6.1939278135115,0,0,0,7.49707632,0,0,0,0,0,0,6.2320644791162,11.3860840817962,4.61809178,0,0,0,0,0,5.4453712,20.1563750073225,2.4786425891491,0,0,0,10.0800742369961,7.61254413,4.9834934504234,0,7.0020471150604,0.398507819999999,0,0,3.019763543103,0,14.3962078138771,8.82285205,0,0,0,8.59058434,0,0,0,9.65010124,0,0,0,3.2661164487327,0,0,0,0,0,0,6.8733561891715,0,0,0,0,0,0,0,7.6830972915332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2411086229475,7.28516384,7.8403429452028,0,0,7.218356178792,7.20601091,0,0,0,0,0.319478239896899,7.8701046028184,0,6.12301398,0,0,0,0,0,0,0,0,0,0,0,3.3724367601966,0,0,0,2.5051117227553,0,0,0,0,9.1582407982506,5.9458169494729,0,0,0,3.70854956
"88",0.454246560422082,1.0724912683169,"tissue",1,"islets","89","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_89_IS_doublet_none_H5",1,10.4665940827375,9.11689984,10.65707011,8.77640595,10.52143064,7.3674032266719,9.4913685,9.17155801,10.00656581,9.84533662,11.6204766589864,9.4334999486633,8.0518495377795,7.6601684248883,6.93158419,0,9.27984315,6.3165406089967,0,4.65252471,10.5172257,0,13.88530464,8.78439756,8.8793928140753,9.13559052,0,6.8698841806045,0,0,7.8330493126155,4.8020869493073,8.3633667923104,6.4746929153616,8.44655946,4.9560392221103,0,0,7.46201547,0,0,0,0,0,0,6.4760292961961,0,0,5.6119911224697,0,0,0,2.95925804,20.894763839328,2.2581843552859,6.48075424,0.794300400000001,0,8.1889183847871,8.79575412,7.1639779868858,0,6.5545252160048,7.16710717,7.986527365205,0,1.60752662,0,12.6682152292081,9.91395502,0,0,0,5.33749188,0,0,7.6782178900046,8.63753517,0,0,0,0,0,0,0,0,0,0,6.9625658472235,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6929612496375,0.253583710000001,2.39668693,0,0,0,0,0,8.19096185,6.8906671115607,7.17541387,0,7.6245689,6.6986362537933,0,0,0,0,0,0,0,6.9307201747219,0,3.06715139,7.7648840091103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9060446316797,0,0,0,0,6.8731506942009,0,0,0,4.09458938
"27",2.97024540075411,-2.04011287291845,"tissue",1,"islets","33","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_33_IS_doublet_none_C9",1,10.5589101630398,10.68380495,9.73336677,10.79146738,10.49544499,9.1619694935798,11.47909264,10.58793797,10.28844047,10.52404672,12.4124243901694,7.7811299908277,0.4367451020975,8.1367098197004,8.16085464,8.4180123,8.31785869,6.4310575991596,6.54210956,0,6.82106619,9.6146063130508,14.410886136,6.22522974,7.940447063376,7.18701348,9.8397018229331,0,10.0850394669361,0.793176540000001,7.6402623841519,12.661648113917,0,0,0,14.1349646146169,8.4951843398741,0,6.4730401,0,0,7.8321137441796,2.6641348441294,0,0,8.0050207115986,0,0,0,0,0.472153930000001,0,0,0,0,4.32885753,0,0,0,0,6.6710229609477,0,1.1864994628716,0,0,0,0.6448198383167,0.240388670000002,21.5,10.14966016,0.707291319922501,0.0619827427602999,0,6.66439588,0,0,0,8.82459051,0,0,6.8350760365628,2.1879004622907,0,0,1.0872020279035,0,0,0,7.5121793252897,0,0,0,0,0.287666758984098,0,2.1826425829216,7.1562505450312,0,0,0,0,0,0,0,6.51995904,0,0,0,0,0,0,6.9526443616157,9.23699678,6.2340591930787,6.77076672,0,0,1.71774701,0,0,0,0,0,6.5635403649449,0,0.32113447,8.0384848145413,0,0,0,0,0,0,0,0,0,0,3.9064869010207,0,0,0,3.52448786875995,6.8356874547227,0,0,4.683712157772,9.0319716901587,7.1610278101797,0,0,0,3.19889401
"95",1.94805626043429,1.51444492737452,"tissue",1,"islets","95","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11",1,6.634085267374,6.02528766,6.05142061,7.88256334,6.85727855,5.9501797365812,5.67707273,4.84763547,9.84817041,5.96646529,8.2570818706372,4.2970841641195,2.1169223105477,3.0049626112386,7.27766318,4.74159738,8.50162472,0,0,2.07059084,8.41618342,4.8134327075362,13.72141673,4.99984221,1.9551948653404,3.80916216,4.7526993617247,7.6322669125691,0,5.37554687,2.4596273408186,6.8708518851137,6.0412181331488,0,0,8.4796046605061,0,5.0661276,0,0,0,0,1.6352259480477,4.80772596,0,9.5544545499151,0,3.46294565,2.1993839628768,0,3.67642805,3.59895566,5.20003739,15.2711964847557,16.2960862290424,6.65984154,1.89433142,0,6.6863252052693,0.35976853,5.4558365772872,0,8.9270376374501,5.53380218,0,0.1841288775328,5.7011131314884,0,14.5341900310592,10.65412048,0,0,0,7.70122592,0,0,10.9885716771837,9.62116999,0,0,6.6736767706839,6.0594830714039,0,0,0,3.04553932,3.5411365318952,0,4.1688897452787,0.426012016135001,0,0,0,0,0,0,7.4410765461455,0,0,0,0,0,5.7982308915758,0,0,0,0,0,0,0,0,6.6182182933589,8.26777592,7.8690379540363,7.28972466,6.5933939301128,6.0184634834384,9.10043426,0,3.57603028,0,0,0,8.8618672521574,1.8918203113546,8.87340019,6.0227763881563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00841375454805,3.237692919384,0,0,5.810918384634,8.1222547252202,7.6333347730821,0,0,0,3.00888826
"25",1.2426357663547,0.502695659796396,"tissue",1,"islets","31","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_31_IS_doublet_none_C7",1,10.5647690261501,10.65099194,10.00438863,10.61416349,10.88387187,6.8810633976468,8.0699508,10.73964899,10.27670999,0,11.2975552748835,7.1389281201647,6.8788405231433,6.5978063682078,0,7.46568093,1.29463493,3.1402530656513,0,6.23933553,10.131046,8.1067921961199,14.300539767,0,9.2654900207807,0,0,7.7531312419952,0,7.3575871,6.1730599134647,6.2675620329732,3.7428633274612,0,7.60041576,4.6493079184265,0,0,4.54866443,0,7.51098364,0,0,0,6.0407682998505,3.4941763135112,8.99330097,0,0,0,0,0,0,20.1454457118148,9.6649037035378,4.98064978,0,0,4.3946640868436,0,6.0095388757253,0,7.6028540326061,5.70566182,0,0,1.72336128196925,0,12.8790963942872,9.56783043,0,0,0,8.89914476,0,0,0.159668958418301,8.77008425,0,0,9.8883668437962,0,0,0,0,0,0,0,7.3274335250982,0,0,0,0,0,5.3664954285818,0,8.973820389813,0,0,0,0,0,7.5415136710234,0,4.51087939,0,0,0,0,0,0,7.8819205226196,9.29116533,2.994872252418,7.52631966,8.8235678624015,0,5.20685948,0,0,0,0,0.0365018904442991,8.9862421714508,0,8.4738774,9.0047241763644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6510797621609,9.4170740239397,0,0,4.6703037470918,8.6603881171,7.4103279060256,0,0,0,3.46410024
"43",1.65565303930392,-0.456843753655752,"tissue",1,"islets","48","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_48_IS_doublet_none_D12",1,12.7414673569388,9.72336357,11.8296612,10.51774463,10.91473401,8.6861983983881,11.11195925,9.78220455,12.90266703,10.03899673,12.4388532332023,6.9126868278982,0,9.804437150462,9.20841316,0,8.41048487,3.1656155377703,9.03660374,5.10657187,9.53938767,1.9889225890745,13.35117708,8.55676351,2.3085785891267,0,0,9.611305538006,0,8.40475924,3.7869575627519,5.8281355582588,7.9054656228208,0,0,13.2373243057957,7.4079583815648,9.12641133,5.14898367,4.7699873001228,9.06844516,0,4.7301603468882,0,6.8593916019952,6.2083386131274,0,0,0,0,0,0,0,7.3202775752225,20.900054756685,0,0,0,2.362504844929,0,0,0,13.8226310270675,6.41983593,0,0,2.25306607004595,0,14.5801722452134,7.9094534,0,0,0,6.5766484,0,0,0,9.14178638,0,0,5.3512122773329,0,0,0,0,0,0,0,5.9519364061421,0,0,0,0,0,0,0,4.0673078805034,0,0,0,0,0,8.1074273125223,0,3.52948326,0,0,0,0,0,0,2.1807722815818,7.50361124,5.3715875870345,0,0,9.124847165265,5.41347311,0,0,0,0,2.5522579466593,7.9427307448391,0,6.38965204,8.5953316865066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5911895584568,3.9716598923522,0,0,4.4211385212382,0,4.8203278969997,0,0.231745782416301,0,0
"51",0.818234959927698,0.657742122809092,"tissue",1,"islets","55","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_55_IS_doublet_none_E7",1,10.8457917188932,10.01582048,10.22830265,7.94151556,9.01077312,9.6501318210907,10.39384243,9.55890175,12.83236786,10.38077685,11.0214531125079,6.6393848964913,8.4388342218802,8.0621263969163,0.437587050000001,8.83266752,10.19666685,3.7141387292111,0,3.59863637,4.0949678,0,13.79883343,0,10.2209362885523,7.5084496,0,8.6668978020928,0,4.62695889,0,2.6066721629545,9.3877824167558,0,8.9136258,5.430385055401,6.7622201236606,9.45114824,3.33377008,3.3465734449391,1.32629334,0,0,0,8.2596795078269,9.6083066119304,0,0,0,0,0,0,0,19.3516032599546,12.9610672831113,3.95924882,0,0,6.9883589822831,0,6.4790088638176,0,1.2931742108667,4.87985336,0,0,1.35236906963725,0,13.3895049645632,10.49081811,0,0,0.256753190000001,8.58597713,0,0,0,8.05828855,0,0,8.021591028182,4.911158654199,0,0,0,0,0,0,3.0285332362857,0,0,0,0,0,6.6485683557877,0,6.7173736520234,0,0,0,0,0,7.6080017090785,0,2.82547788,0,0,0,0,0,0,6.1193547644998,5.92848034,8.143035354534,7.84580623,7.1706661953118,0,7.83703986,0,0,0,0,1.5795833590959,3.920786143798,0.775162400902701,8.7489631,8.7674513272608,0,0,0,0,0,0,0,0,0,0,2.7793700158972,0,0,0,4.73198297312815,0,0,7.7989729261685,0,7.5849433107195,0,0,0,0,0
"29",3.84132770666232,-2.13641109069188,"tissue",1,"islets","35","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_35_IS_doublet_none_C11",1,10.6688175101896,9.76772677,10.49134922,11.10727546,11.19067044,9.5018623242233,0,10.70920221,11.21576943,11.47432393,12.1869175074731,8.9517768546777,0,0,7.57731763,0,8.25793691,8.6878722634531,0,4.93612141,8.56473751,7.4085626920086,14.42249457,7.43652649,8.9558940791928,8.09452844,8.1312007747397,6.8614578767635,4.0141442990771,6.75473474,6.9321199698556,11.3746454801142,0,7.6213120151831,0,14.7337534796967,8.4885762937142,0,5.74588729,0,0,9.1326751136636,3.5735286290709,0,0,6.4109033426462,0,0,0,0,0,0,3.79059213,0,0,7.53698034,0,0,6.0777255063199,6.97434745,0,0,6.0469438641115,4.92933409,0,3.4414011993167,0,7.55107373,21.5,10.26477834,0,0,0,8.37080031,0,0,0,9.10161561,0,0,8.6662274748442,6.0446784708399,0,0,0,0,1.7182243903212,0,0,0.101577838364999,0,0,0,0,0,0,5.5683571755882,0,0,0,0,0,5.4637785269559,0,0,0,0,0,0,0,0,8.0458934191247,0,0,7.59747674,8.2137590444045,1.1458147604361,8.74800022,0,0,0,0,0,8.7385753593671,3.67036493959,8.08466536,3.1703403169302,0,0,0,0,0,0,0,0,0,0,5.7217471331389,0,0,3.4832396155417,5.0134290167748,7.7999712942456,0,0,2.0678435529336,1.4166739031676,0,0,0,0,0
"91",2.54811195501437,-2.15099944670995,"tissue",1,"islets","91","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_91_IS_doublet_none_H7",1,11.6920517470104,10.84087243,11.1367658,12.18893689,12.88544026,9.1422950307987,11.16381656,10.16841068,12.56894628,12.45828626,12.9557487725436,11.3240313782559,6.6339286664649,7.5668736339363,8.33520223,8.595031,7.40673527,8.094562788089,9.53282818,3.59260782,9.70322582,9.305195834057,14.959949477,10.30033687,9.6051010451395,8.24291624,0,8.5511496433655,11.5722965955285,0.241708240000001,5.4352195494462,12.6232917785739,0,0,0,15.4604810185554,0,0,8.35486053,0,9.15596201,6.7228015852448,0,0,0,1.838721311341,0,9.0296775,0,6.2278040432917,0,0,0,8.1463791593303,7.2828880133247,0,0,0,7.6654127248673,0,6.5785062893753,0,0,6.66274334,0,0,0,8.80355128,21.0250065314224,9.65967342,0,0,7.12409715,8.37714693,0,0,0,8.24787124,0,0,7.7181490197824,0,0,0,0,0,0,0,4.1583828398629,0,0,0,0,0,0,0,6.596041675448,0,0,0,0,0,5.5136647620142,0,0,0,0,0,0,0,0,0,3.74870284,0,4.32476042,0,0,0,0,0,0,0,0,0,0,0,3.6451719612701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664727070000001,6.8817991229654,0,0,0,2.2717141180789,3.414312220813,0,0,0,4.4432641
"35",1.87571148046603,-0.238488574822744,"tissue",1,"islets","40","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_40_IS_doublet_none_D4",1,11.2473009788689,8.92916312,8.43472058,8.9000829,9.89921992,8.3493778976099,10.08762973,7.52079216,11.58437867,10.27412444,12.2950358808622,8.8339344136996,9.0428920717266,8.1377086540592,7.29423687,8.50957028,9.34917589,3.0514857983517,8.5857184,0,4.21033407,6.2814240812097,13.5415809,0,1.64475866459,0,0,9.8450214976562,7.6432770916028,8.2981676,0,6.3079695809237,9.5173872281149,0,0,11.2333871963151,5.5707548654205,8.61173431,7.44046378,6.0911902050864,7.31304923,0,1.3009179035751,0,0,4.3276595236539,0,7.4477513,0,9.5793511373775,0,8.32917163,0,8.2949346605267,19.7658187800293,6.92267912,7.59920849,0,4.8666638390502,0,6.9739763523609,0,13.30967340947,0,0,0,3.51239135363125,0,13.0064770321514,10.16050462,0,0,0,7.51173023,0,0,0.497440770635698,8.08730416,0,0,0,3.9959526982182,0,0,0,0,0,0,3.4720992713103,0.254353370818301,0,0,0,0,0,0,7.9513513483999,0,0,0,0,0,7.0455760590747,0,0,0,0,0,0,0,0,6.6856346353515,9.47297169,6.2016210889618,0,0,6.5911498920221,4.5546,0,0,0,0,0,6.1989210154418,0,5.54433467,9.097980340268,0,0,0,0,0,0,0,0,0,0,2.1806107912579,0,0,0,4.6981631148764,0,0,0,0,0,0,0,0,0,0
"26",3.31194881567111,-1.75649489959081,"tissue",1,"islets","32","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_32_IS_doublet_none_C8",1,9.7484525503244,8.82394186,9.27321285,10.08570083,11.09663457,8.2354267708587,10.13489254,10.02384394,10.87880539,11.12490283,12.1237979558667,0,0,6.4919894577994,12.63554992,10.07039167,7.33621833,8.311000296669,0,5.00653544,7.95573151,9.5801504698995,14.607340682,7.58038565,0,8.03799228,9.1236537256771,8.0998751497524,7.7599298929213,9.75247142,3.7580675728545,11.6656658230916,6.773711483915,0,7.21051892,14.4554362968288,0,7.34379011,7.56361592,1.91841034892725,9.42446053,6.8114537502798,0,0,0,5.3778040391671,0,0,0,4.5489184928778,0,8.94369603,0,0,6.4982671165741,0,0,0,5.8622426596832,6.71856855,6.8059649028453,0,7.7494306958451,5.51742295,0,0,0,0,21.5,9.94913745,0,0,0,6.90090359,0,0,0,9.54249015,0,0,0,0,0,0,0,0,0,0,6.8290002346413,1.9852348567236,0,0,0,0,0,0,2.8597002009541,0,0,0,0,0,2.1007450836126,0,3.11938825,0,0,0,8.0710252744333,0,0,7.3323029409437,9.33650394,6.0856247125878,6.39380227,4.5255530772647,5.8233731770178,7.10437688,0,0,0,0,0,7.981690947198,0,0,8.8858279758203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18431685131235,0,0,0,3.4218996936827,2.08936967471,6.195675899844,0,0,1.8922303595391,0
"9",2.74801639684786,-1.59146060546239,"tissue",1,"islets","17","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_17_IS_doublet_none_B5",1,10.5748331383937,9.60345512,11.04565949,10.8701246,10.54215434,7.8568836368213,10.2625816,10.49669149,11.75858004,11.2396149,12.4553862133808,9.2187691876813,0,0,11.46011517,9.4716948,8.60702868,6.955587283481,9.76842301,0,8.83355866,9.0410820826394,14.767902025,8.59066619,7.9563517916213,0,8.5020947605304,0,5.8288469374156,5.43004839,6.4205372641356,12.2466005785846,0,0,0,15.0268502522133,5.9393939674156,0,6.92391462,5.18730386657965,0,8.0584563225999,0,0,0,4.7218281549781,0,0,0,6.4482514223539,0,0,0,7.4389669571731,18.432267189525,0,7.31492856,8.0415097,8.7787321600048,5.25219906,6.9424104875337,0,10.4500923282667,0,0,0,0,0,21.5,9.4861308,0,0,9.04386567,7.9865796,0,0,8.9201004376679,7.42570579,0,0,6.6148038894954,0,0,0,0,0,0,0,7.485078182713,0,0,0,0,0,0,0,6.1952808490179,0,0,0,0,0,6.6959360293213,0,5.46857258,0,0,0,0,0,0,0,8.90904316,4.2609237181984,0,0,0,6.6286409,0,0,0,0,0,5.4834186767002,0,6.9754654,9.8294323948947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899158680986499,0,0,0,0,4.5876565641624,0,0,0,1.59180542
"45",3.07862476476779,-1.53494300444921,"tissue",1,"islets","5","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_5_IS_doublet_none_A5",1,9.5617875566641,9.50273693,10.19969307,11.29158983,11.08114877,8.6472176122507,8.94135649,9.52996902,11.93833596,11.16691033,12.1421527573352,8.486867352789,8.0549872221619,6.1446281695066,0,9.43608425,8.58402156,6.618881081101,0,0,8.4213277,3.3556875282042,15.0213825,0,8.124141968221,0,6.7410555566293,7.7075318933171,8.3619146600392,8.47264683,4.7946712260421,12.0239398163976,8.272183465487,0,0,14.4319300915617,0,0,0,0,0,6.6966279119694,0,0,0,5.4562161228305,0,6.61424792,0,5.9431482591954,0,0,5.57187879,0,5.9760059830973,1.90410592,0.265818280000001,0,8.2059015345578,0,6.1648231917392,0,2.1229395279289,6.46247346,0,0,5.2459937912752,7.06371192,21.5,11.17159799,0,0,0,9.55851799,0,0,0,9.75055634,0,0,10.6391608827179,2.0139621988023,0,0,0,0,1.0391942485156,0,8.8399797071859,0.903995737834599,0,0,0,0,0,0.3609695105248,8.5494135103148,0,0,0,0,0,5.061608452432,0,0.782105659999999,0,0,0,0,0,0,6.2863940688593,10.04355652,3.6972657547934,7.91260894,6.2450783471293,2.4408042339074,8.39259173,0,0,0,0,0,7.365923938942,0,5.92316547,7.5836484773236,0,0,0,0,0,0,0,0,0,0,1.3246765870047,0,0,1.3762246180864,2.15322083569435,6.7759812900642,0,0,5.2368484883551,7.3225224169954,7.9621562138765,0,0,0,6.18237209
"61",2.3623695767795,-1.28639068206151,"tissue",1,"islets","64","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_64_IS_doublet_none_F4",1,10.6683691054798,11.40863514,11.52746154,12.610898,12.08487192,10.977294830807,10.95985023,10.83855661,13.51484287,12.2801982,13.3971948034777,9.1000866271873,7.9558639516389,8.0853403451299,10.7872273,9.59632881,10.4233773,7.6444392863169,10.51466845,5.22526519,10.74417686,9.4311537698631,14.637210705,8.97335837,10.2341887201448,9.27497972,7.6060007715339,9.6487625933498,7.2467488274718,9.40810966,6.7795002044386,12.3557520560148,0,7.865377607201,0,14.942959802344,0,0,9.67325052,1.17721057909835,0,8.7371838338815,6.0354361206329,0,6.0245078168807,1.697067021251,8.16042274,0,0,0,0,0,0,15.1926543901383,9.2455506729129,1.24508769,0,0,0,0,8.1628229419626,0,7.1821489821294,0,0,0,0.910088399999999,2.78413444,21.5,4.56690946,0,0,0,0,0,8.0726654040917,3.0913782868318,4.10302294,0,0,8.4469353903447,0,0,0,0,0,0,0,4.2981841281665,0,0,0,0,0,0,0,6.338372511704,0,0,0,0,0,6.4859202309811,0,3.9272711,0,0,0,0.686533329066201,0,0,0,0,6.7503686640817,0.365522670000001,0,7.007024317485,0,0,0,0,0,1.7196786538711,8.6367254870787,0,8.3346464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1.13555339941134,0.560411075750986,"tissue",1,"islets","14","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_14_IS_doublet_none_B2",1,9.2522203411281,8.94521234,9.24273374,10.68455881,9.58796791,9.3580887348572,10.40398632,9.02936816,13.03387735,9.58441801,11.2945484431337,9.4697633552634,6.6454086997382,7.8414477608448,8.97225713,0,8.52247113,5.9955476151181,7.73093367,5.72285301,9.20524447,0,14.223781357,0,10.4232462970851,8.64658577,6.9321906192672,6.4093834389028,0,8.68304337,5.913032222813,5.9428545154291,5.4359728790428,0,0,3.2788986980145,0,8.4475458,7.58654619,0,9.64019155,0,2.2238290795885,0,7.342790523368,8.297172887242,0,0,0,5.8811358461707,0,0,0,19.6903033303725,9.8679417742446,5.40687939,0,0,9.7228320920341,0,6.7205848216708,0,1.0539601143751,7.30234052,0,0,6.6445315755795,0,11.7734382165419,10.12125302,0,0,0,9.5564181,0,0.9512422384465,4.1970051670857,9.54955879,0,0,2.9817671974488,4.358699622185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4079367080582,0,0,0,0,0,6.62251661023,0,5.0487528,0,0,0,0,0,0,0,9.96840715,8.4561853840385,5.93111791,8.2333328977333,4.9069779401708,8.21180958,0,0,0,0,0.261475132815601,0,1.0394170096559,8.00987781,8.7950199024326,0,0,0,0,0,0,0,0,0,0,4.4388060409365,0,0,0,1.29442910213685,6.7031057471604,0,0,4.6696088119378,7.154465496359,7.6226838532924,0,0,0,0
"15",3.53456501134982,-1.14843787749608,"tissue",1,"islets","22","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_22_IS_doublet_none_B10",1,10.7968818060183,9.06531135,9.38842162,11.3020452,11.10802702,9.6557138277108,9.03197324,11.23134726,12.83940656,10.55116602,11.968689854705,0,0,0,12.88174348,10.11642891,9.81586567,1.4203814038826,7.59895826,3.68647098,9.32964463,8.6960846976659,14.192330113,0,6.1210994410135,0,8.8554016643068,7.916131202055,9.2692763477037,8.86761992,0,12.7214168504306,10.2464988900728,8.1699334885976,0,14.9801229623171,7.3312866824332,3.32284405,0,0,0,7.6574474989713,2.6392826476634,0,0,3.7003959722458,0,0,5.5492972451286,0,0,7.29596703,0,6.5280842428759,1.5405057499773,3.86529611,6.16845424,7.49855392,0,0,0,0,4.01780625432,6.22511051,0,0,5.0141475877692,0,21.5,10.13860794,0,0,0,8.51514178,0,0,1.6586406638387,8.77086829,0,0.186102129999998,8.6658540570046,0,0,0,0,0,0,0,8.6652678696932,0,0,0,0,0,0,0,5.5485143737747,0,0,0,0,0,8.8998500955196,0,5.18271546,0,0,0,0,0,0,0,9.45063999,6.8630272913573,2.99171543,7.7700533234643,6.0111222503397,8.50323884,0,0,0,0,0,8.1214389652084,1.8271301823906,8.37406667,8.648584320079,0,0,0,0,0,0,0,2.7054904413195,0,0,2.134877141773,0,0,0,3.42840940948795,6.640013663788,0,0,0,1.1094997466536,7.8597815405102,0,0,0,3.35550676
"74",1.54896644720187,1.117971042792,"tissue",1,"islets","76","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_76_IS_doublet_none_G4",1,9.6834293900237,10.13597228,9.84087241,11.51322778,10.5882675,9.1456661124838,9.25186277,9.12952193,13.34192868,9.85177182,12.4138877473371,5.3532762420212,3.3171794082296,2.8636761609488,11.65161735,8.48656771,7.00437412,5.1738961120283,0,6.27545735,9.72744805,0,14.076110244,7.50565991,7.340338587898,0,6.8018568027008,8.8723397351045,8.586528099197,8.23886416,0,5.2477700664361,0,0,8.79259078,0,0,7.91546119,4.8425844,0,0,1.6063385393834,2.6580165174963,0,0,12.7576973232042,10.88342792,0,0,0,0,0,0.280394470000001,20.4488538683105,7.8327934856866,7.84694343,0,0,10.6221311275599,0,8.0315968739592,0,7.6268114043519,1.39657176,0,0.0832660099794005,5.78588010393865,0,12.6654509380652,10.79577353,0,0,0,9.16287283,0,0,5.0772185527413,8.78340974,0,0,4.9519443562419,0,0,0,0,0,0,0,7.5243436176611,0,0,0,0,0,0,0,6.1155464546767,0,0,0,0,0,8.3747269769556,0.930078399999999,2.01021187,0,0,0,0,0,0,7.1219585407709,8.59593169,8.641037671852,7.10920551,7.3293310991463,6.3572435394289,7.82330815,0,0,0,0,0,8.8283434117024,0,8.66893657,9.1137266321141,2.6210011708395,0,0,0,0,0,0,0,0,0,0.2088256966606,0,0,0,2.5812260606819,5.2650865972791,0,0,5.2794690014562,7.2029173020373,7.104198253253,0,0,0,5.11117485
