"","cellSource","probe","age","patient","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","TGFB1","ITGB1","LY6E","PTEN","HIF1A","GSK3A","ICOSL","GSK3B","IRF2","HPRT","JAK1","STAT3","TGFBR2","VEGFA","FLT4","SFRP1","AIM2","TIMP2","TLR4","PTK2","STAT1","IFNGR1","JAK2","IRF1","ACVR1","NFKB1","TNFAIP3","IL27R","SOCS3","GAPDH","PDL.1","IL4RA","IL18R1","VEGFB","VCAM1","TRAF2","IAPP","NFATC1","TNFRSF1A","FGFR1","PDGFA","TLR3","CSF1","PDGFB","WNT4","ANPEP","MAP2K6","TEK","KLF5","ANGPT1","FYN","CSF2RA","FGR","ICAM1","CEACAM1","INS1","ICAM2","NUR77","INS2","CD74","TNFRSF1B","PDPN","CD36","CCR2","KDR","STAT5","PPARG","LY75","IL34","BCL6","CD44","IFIT1","FGFR3","SPP1","LEPR","IGF1","TIMP1","H2.DMA","EGFR","IRF7","GCG","SST","IFI44","ADGRE1","CD80","CXCR3","IL6","NLRP3","TBX21","ISG15","CD83","PPARGC1A","CD14","GHRL","BCL2","H2.AA","OAS1B","CSF1R","PECAM1","BMP7","IL7","CXCL13","CD24A","ICOS","CSF2RB","RSAD2","PTGS2","COL11A1","CD40","IFIT3","OAS2","TNF","PPY","MX1","IL12RB","LCK","MAPK8","GM13889","VAV1","CD86","GFAP","BMP5","COL1A2","CCR6","IGF2","COL1A1","MMP9","MMP2","STAT4","TNFSF11","ZEB2","TNC","TLR9","DES","CXCL10","ITGAX","IL1R2","PDGFRB","IL25","OASL1","FAP","IL.21","MMP3","ZAP70","SELE","TLR7","CD8A","CLEC7A","CTLA4","FOXP3","IL1B","GATA4","IL1A","ACTA2","CCR1","CCR3","CCR4","CCR5","CCR7","CD28","CD3E","CD4","CXCR4","FCGR1","IFI44L","IFNG","IL10","IL12B","IL17A","IL2","IL27","IL2RA","IL3","IL4","IL5","IL5RA","IL7R","IRF4","MMP1A","PD1","PPARA","RSPO1","WNT2B"
"67","tissue","none","islets","7","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_7_IS_doublet_none_A7",2,0,9.3726507956245,10.7853091,9.64657516,8.9270377027106,10.17129966,0,8.25609545,8.9877683,9.62660841,8.71121083,7.40527383,0,10.8250278195763,0,0,0,0,0,0,0,7.20242648,8.42891233,5.50777363,6.0873451823968,3.05676556,0,0,4.22719959,13.58028227,7.42748171,0,0,3.1699079280595,0,0,6.1314659783577,0,0,0,0,0,0,0,6.0017521514059,7.1430091105188,0,0,0,0,6.18072904,0.245815416656601,0,0,0,5.3143355564648,0,0,13.5439429793962,1.9029989691286,0,0,0,9.05096939,0,6.50459565,0,0,0,0,0,8.27186724,0,0,0,0,2.1034677662164,6.0407557699685,0,4.19402158,20.0263991742308,13.6800926419492,4.25493426,0,0,0,0,0,0,5.49437276,0,0,4.8297112078132,5.1446100661792,6.67053345,6.2456528690085,0,0,0,0,0,9.1591745845504,7.0919273263066,0,1.9822057832692,0,5.1688958319764,0,3.70299194,9.62983606,0,2.51479667,0,0,0,0,0,3.5236615114057,6.38851789,0,0,0.3473858495448,0,8.81147207,0,0,0,0,0,0,0,0,0,2.2693767383196,8.14524615,5.3013501057254,0,0,3.83249805,0,0,0,0,7.70258522,0,2.4975038216505,2.17619949691505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","tissue","none","islets","60","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_60_IS_doublet_none_E12",2,0,10.1961988808726,13.25407139,10.38927037,9.1125867784141,9.04344298,0,10.8699427,10.17259245,9.24743505,8.96093344,9.60830782,0,11.8395452610864,0,0,0,8.0251903447786,0,8.7787085995086,8.30912308,8.20399694,8.40436915,10.18384654,7.922885895823,9.13896884,0,0,3.25436783,12.25219435,7.38665844,0,0,7.8024623913646,0,0,5.5082534005465,2.3712932820727,0,8.5772475002491,0,0,7.7068323247252,0,10.300088077905,0,0,0,0,0,0,6.4400734978849,0,4.8006309021826,0,0,0,0,7.5621412412614,2.7142887874351,0,0,6.6457606460018,8.4043192,0,0,0,3.684367940617,0,0,0,0,6.3532670422554,0,0,0.324560710155001,6.3138395738874,0,0,7.34787293,20.5768811342148,13.226481005418,0,0,0,0,0,0,0,6.83990184,7.538260313511,0,0,0,6.9900115,0,0,0,0,0,0,1.3759952758755,7.5167257962894,0,3.2021922987072,0,0,0,0.258803069999999,2.90293806,0,3.9735399,0,0,0,0,0,0,6.69044363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51897261,0,0,3.7460317272276,5.06683723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","tissue","none","islets","82","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_82_IS_doublet_none_G10",2,0,11.633780734197,11.94237001,10.32498942,9.0807677820553,10.68075824,0,8.94110786,10.85734101,9.51420844,10.44563066,7.82973033,0,12.7103489620257,0,0,0,9.8704855453367,0,0,9.68626671,7.81637781,8.68240845,9.27444022,8.2928523218789,8.99333852,0,0,4.96927576,13.12767761,9.99947913,0,0,5.6166912277327,0,9.05221987,8.5836929190181,7.0569930932689,0,10.7241011723341,0,7.3682244930133,0.6002355891873,0,9.9224384051557,0,0,0,0,0,8.32694537,0,0,1.95856011158005,0,3.5802645957488,0,0,13.0222568708163,3.7637301603955,0,0,0,9.26987342,0,7.45563869,0,0,0,7.66134668,0,0,0,9.2790345309306,0,0,0,7.157050003275,0,0.738439970000002,20.9508855040056,7.7199558409898,0,0,0,0,0,0,0,0,9.0945629718176,0,6.4273689152135,6.2375582163496,0,0,0,5.7125296570657,0,0,0,2.5922919067475,0,0,0,0,0,0,0,8.07592896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19540996,0,0,0,0,5.6504229291131,2.35313376,0,0,0,0,0.595774939999998,0,0,0,0,0,0,2.52140075062095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","tissue","none","islets","78","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_78_IS_doublet_none_G6",2,0,10.2698490190243,11.63582689,10.42961014,10.0589220434977,9.95644439,0,8.10265803,9.44789305,7.36972635,6.67093219,10.8577257,0,11.3149858235216,0,0,0,6.8542047315651,0,8.0411083059364,7.15197657,0,7.81664289,10.26732227,8.2728203572301,0,7.6394568,0,5.79074548,12.92702986,0,0,0,4.5163016118368,0,0,0,7.7345130829148,0,8.0414864704914,7.180469409759,0,7.0182304274024,0,8.1673878603418,6.4960310356699,0,0,8.0955769650258,0,6.93311892,0,0,0,0,0,0,0,12.3452278923098,11.3449395377686,2.22221166,0,0,8.80329009,0,6.85767845,0,0,0,0,0,0,7.1087621567359,0,0,0,1.2800647164767,4.2256322507227,7.8898702555319,3.78683324,20.4705206318769,0,8.08085683,0,0,0,0,0,0,8.29169758,0,0,2.1838155414172,7.0268590580224,0,6.4732375009034,0,0,0,0,0,0,0,0,2.285891969793,0,5.2257207220223,0,0,9.47548641,0,4.22471435,5.6120895137086,0,0,0,0,0,0,0,0,0,0,7.51818187,9.9019093770091,0,0,0,0,0,0,6.8315445032347,0.037393815301499,5.2121611386911,2.31565882,0,0,0,1.85279266,0,0,0,0,0,0,0,3.8559019159052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","tissue","none","islets","13","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_13_IS_doublet_none_B1",2,0,9.3368670779525,14.846629923,9.98519754,8.2065212757432,8.94126172,0,9.78347348,9.6835987,10.12397797,8.70792493,10.49418592,0,9.9958218199513,0,0,0,7.3620960617655,2.5455159089778,8.1751607263615,9.73413918,0,7.63727825,10.67622105,6.6639614420495,9.13564021,0,0,4.32481719,13.28361967,0,0,0,5.991419750614,0,7.44149574,12.3133405055555,9.311475734862,0,8.3848087872858,5.0530644303975,0,0,7.177156328314,0,2.2573540506667,8.61260648,0,8.1206631042291,0,8.55085213,5.9823039911016,0,0,0,4.0039183304272,0,0,13.9125430228032,4.6587356551859,1.82257089,0,0,7.89934791,0,2.11519307,0,0,0,9.78273175,2.5801411939081,0,0,1.8527527414581,0,0,2.4963251455539,0,0,0,0,19.9064350159001,0,0,0,0,0,0,0,5.19183203,0,0,5.3574242541837,0,2.48874273,0,0,4.036646011833,0,0,0,8.4325898164181,13.1475048013013,0,7.217324126072,0,6.7238721501233,0,2.49413526,6.8707805,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1153825,0,0,0,0,0,0,0,0,0,4.0701500513506,4.26766487,0,0,0,0,0.7157236,0,0,0,0,0.773075547137498,0,2.22226535716835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","tissue","none","islets","62","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_62_IS_doublet_none_F2",2,0,10.0958646397583,11.53946929,11.33451897,9.2471584864936,10.83674408,0,10.70798151,10.78875402,11.45322676,11.45536867,11.38278272,0,13.0827749445632,0,0,0,8.1459037100588,0,8.6791966484552,0,9.69634242,8.78205723,7.88959913,7.2643482520392,0,0,0,5.5305412,14.576405516,8.54339382,7.60802773,0,6.7460587436814,0,8.33097959,14.9011466546325,8.1598872709274,10.01000324,0,8.5310706061951,0,0,6.2862873013904,0,0,0,0,10.8723356666671,0,8.31782868,4.286718762204,0,0,0,11.9544166544475,0,0,21.5,6.0039032423837,0,0,0,9.75748131,0,6.50860229,0,0,0,9.00571242,0,0,1.7029052240797,0,0,0.328885727803399,0,0,0,9.58413992,0,0,3.92174142,0,0,0,0,0,0,0,0,0,0,0,0,1.6205470748591,0,0,0,0,0,4.6861952665422,7.2407773267139,0,0,0,7.6827596737027,0,0,9.59246614,0,0,0,0,0,0,0,0,0,0,0.243404162949499,0,0,1.60636016,0,0,0,0,0,0,3.2633884,3.7009663951462,0,0,6.45531238,0,0,0,5.28112187,0,0,0,0,0,0,1.9004068997285,4.3391824288516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","tissue","none","islets","15","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_15_IS_doublet_none_B3",2,0,9.8421429378016,11.84359913,8.70188828,8.8222124750384,10.29054927,0,8.57832468,10.0991538,0,9.09397779,5.96985327,0,10.9867202175748,0,0,0,6.4165158613861,0,0,8.71017475,5.47204625,7.59942021,8.8958196,0,9.62187033,0,0,2.04662857,13.57517933,8.51588956,0,0,0,0,0,5.9735469853112,0,7.77555433,7.1984259412131,7.0426523625944,0,0,0,8.3785017386279,8.1260115001571,0,0,5.221853586404,0,0,2.9184769563672,0,0,1.09778828,0,0,0,14.1518090926395,13.399224626337,2.57491595,0,0,8.34963404,0,0,0,0,0,0,0,0,1.7244901503993,6.698017318839,0,0,0,0,0,0,20.6221427545595,9.961018047589,9.13841101,0,0,0,0,0,0,6.50761684,0,0,2.4232390994522,6.6135490537916,3.94279035,10.4873799910911,0,5.3422055354512,1.6591633128648,0,0,9.0432016325303,0,0,5.5223867716273,0,5.0752262097532,0,2.14806464,8.95680059,0,3.33521334,0,0,0,0,0,0,2.13515038,0,0,0,0,3.66213948,6.4217098121438,0,0,0,0,0,0,8.2069088434261,0,7.6043709644225,0,5.9842917720901,0,0,4.71647684,0.765738429999999,0,0,0,0,0,5.6665582929803,1.8717291348893,0,6.90869309,0,4.173310933618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","tissue","none","islets","66","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_66_IS_doublet_none_F6",2,0,9.6912919068513,10.97719801,10.25772666,8.7302875089481,11.10508453,0,9.44387495,9.30603917,9.26851119,10.83833771,11.1520777,0,12.4619613777365,0,0,0,4.0671643620767,0,10.4888709554508,9.25547768,8.97594267,9.59854381,11.2969052,7.7478875147207,10.43148972,0,0,6.36554083,12.98431769,8.95663004,0,0,0,0,7.18384203,13.271224557564,0,0.125448760000001,5.0563457389265,9.3198418698768,0,7.0948473154239,2.7718261113272,9.4680822628302,10.0254043323188,0,0,10.2102387400408,0,0,0,0,0,0,9.9750481600218,0,0,21.5,3.5416704014228,0,0,0,8.62229289,0,2.3431885,0,0,0,0,0,0,5.471047220162,0,0,0,0,7.8201059503585,7.9784950046273,0,7.6660781915795,12.3681297529355,7.74616576,0,0,0,0,0,0,0,0,0,1.6252514917597,5.2393875126733,5.92287724,0,8.61208141,0,0,0,0,5.9420026569654,4.2383514081154,0,0,0,7.0545707473967,0,2.62068988,4.04146824,0,0,0,0,0,0,0,6.1405679310772,5.97716538,0,0,0,0,4.38162794,5.7007728533607,0,0,0,0,0,0,0,0,0,2.12546631,0,0,0,0,0.151065299999999,0,0,0,0,0,3.6237886773583,1.5163521863949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","tissue","none","islets","50","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_50_IS_doublet_none_E2",2,0,11.0179087049887,11.49728741,10.90868477,9.1392766218993,10.75348813,0,7.62745329,9.14210486,9.5294694,8.89266912,10.62807748,0,11.9447530956416,0,0,0,7.8696785509963,0,0,8.27628153,0,7.31412715,9.39536052,8.591001428921,10.08769687,0,0,0,13.87986656,8.85307095,8.24357352,0,4.8837982364039,0,0,7.3681580685727,0,2.35570803,8.5562420653805,7.8671531008066,0,0,0,9.1730401614138,3.9709427796227,0,0,0,0,0,1.1479980382941,0,0,0,6.8701332369165,0,0,15.5846083016073,4.1004456069709,6.02090163,0,0,4.03649942,0,5.64382086,0,6.8471306660597,0,9.28923558,0,0,4.033344712882,2.5965490128135,0,0,0,8.5564336338108,0,0,14.0867090630215,0,8.51335936,0,0,0,0,0,0,7.63513216,0,0,7.4551620964555,6.9104462120643,7.53754177,1.6425550442536,0,6.3733831075015,0,0,0,8.5335110522172,1.3409225231257,0,0,0,6.1391043821732,0,2.86494628,10.53230112,0,1.4739798,6.5290152469782,0,0,0,0,7.5780410570523,5.49926961,2.5683120467383,0,0,0,4.5306448,6.3057711015571,1.1379704178929,1.2000113844846,0,0,0,0,9.3010120671347,0,0,7.77789164,6.8496201180321,0,1.229166167695,0,0,0,0,0,0,0,0,2.88452405333065,0,0,0,0,0,0.713554617869502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","tissue","none","islets","69","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_69_IS_doublet_none_F9",2,0,10.0962277096384,14.399121469,11.34496773,9.6474830448556,11.63177501,0,10.30889734,9.2906871,9.95902112,9.85939052,9.03307749,0,11.5431319856789,0,0,0,0,0,0,12.18578483,0,9.4479412,0.662631340000001,8.9757722614392,4.50474501,0,0,3.02511953,12.68939955,11.66362243,0,0,3.6471641170268,0,7.35782906,11.2801332705514,0,9.44309454,9.0804264762413,9.0283628908079,0,7.979161681733,0,0,9.0147314083169,8.73031255,0,0,0,0,0,0,0,0,7.1882263605534,0,0,13.620276598952,13.1614779597255,0,0,0,6.88137202,0,6.52802862,0,0,0,7.12970512,0.0877296738999007,11.51206718,6.4464660850167,9.4383449077157,0,0,7.0557225485387,8.0101733432453,0,10.53082279,10.1727430716461,19.8403824148037,0,0,0,0,0,0,0,0,0,0,3.7347783392116,0,6.66281965,11.092817315839,0.56369956,0,0,0,0,3.8396247249994,13.900972808883,0,0.636957707868799,0.0328171499999996,0,0,0,11.69382079,7.20994352,0,13.1581380540294,0,0,0,0,0,0,0,0,0,0,4.72385425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0503722490172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","tissue","none","islets","12","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_12_IS_doublet_none_A12",2,0,8.1704415659741,10.02397459,9.57002845,0,9.57148607,0,6.23471201,8.37993172,9.42380082,6.99094622,9.35214771,0,10.1684570414866,0,0,0,6.7941538707896,0,8.3933874032706,0,8.28448932,7.25737844,7.50807824,8.5539439742926,8.24224171,0,0,0,13.9205907,0,0,0,5.507200006099,0,0,13.3083476405935,0,1.82242683,4.9088056255048,0,0,5.9523755797874,0,8.051479075759,8.5655427165215,0,0,7.4741973244248,0,0,3.4771514133758,0,3.17568818189115,0,11.0272956126252,0,0,21.5,4.6355722637941,3.45281456,0,0,9.2985227,0,7.5019124,0,0,0,0,0,0,7.7912139068489,2.0468895016264,0,5.1244171442687,0,0,7.7207171791101,0,8.5704185532581,9.372507565997,1.08717304,0,0,0,0,0,0,8.90431768,0,0,7.8205163097952,6.6303184645546,0,7.2139323609189,0,7.2623544614203,0,0,0,8.1077667563553,8.1862362282774,0,7.2614319419242,0,4.1845786105324,0,0,9.92128233,0,3.3683338,0,0,0,0,0,6.6714455758475,6.72957284,0,0,0,0,8.8770536,9.0340814647732,0,0,0,0,0,0,7.1005441758707,0,8.0125321264274,7.65733998,5.035307754002,0,1.3212749926189,4.62348471,0,5.1896141780222,0,0,0,0,5.9148993906777,3.08098618714295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","tissue","none","islets","42","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_42_IS_doublet_none_D6",2,0,11.2009383475156,13.24421068,9.69728374,9.5167383525092,11.21867191,0,9.35511909,10.71087648,10.6089929,10.7232353,11.89125375,0,12.4605433659389,0,0,0,8.1847339479181,0,7.6336088393603,12.60389956,0,7.46806077,8.40973376,5.9402237908088,9.05602984,0,0,4.93486695,14.222599387,10.77801625,6.2625631,0,6.4540502093259,0,8.15871883,14.2103257997886,0,1.3059969,6.1852680282378,8.0612919429699,0,0,0,9.5025860228392,8.2390125284317,0,0,0,0,0,0,0,0,0,11.7584855571784,0,8.1807441,21.5,7.4545802644113,0,0,0,9.44750979,0,0,0,0,0,0,4.77159780378525,0,0,2.6435316976627,0,0,0,7.6110617972099,7.1317049099124,0,0,11.1573053598543,7.6023559,0,0,0,0,0,0,7.75827689,0,0,7.1990447214219,7.6424150573533,0,0,0,0,0,0,0,9.5564806014994,7.6868240004356,0,8.6732822193878,0,2.0375219269125,0,0,8.62376439,0,0,0,0,0,0,0,0,5.222463,0,1.6481820664954,0,0,7.84303905,4.5482981407182,0,0,0,0,0,0,7.1483095108018,0,4.0812639203052,7.45016337,5.2133020841956,0,0,0.306807750000001,1.00267761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","tissue","none","islets","61","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_61_IS_doublet_none_F1",2,0,11.7027520987446,12.24593492,10.04343506,9.908586968611,11.20899872,0.9879304296134,8.68610334,7.05359141,10.44614338,9.16684885,11.34262157,3.17162446,12.2486499787083,0,0,0,5.2648892140609,1.7617354961008,9.6786385281977,11.91471263,7.95241424,8.84049936,10.80288984,8.7146469143286,3.96734943,1.848104,0,7.20100193,13.24121348,10.72453527,8.06455784,0,6.2510295676761,0.3130444818295,0,6.5832330530713,0,7.77847384,9.3199588807236,0,0,0.475601059768898,0,10.3833094041918,0,0,3.1475314584503,0,8.5875261246226,0.66706873,7.4533928826016,0,4.87030512051195,0,2.4579312502589,0,0,13.5898434510023,5.3127393064509,0.954023710000001,0,1.4063024433438,4.21573105,3.6392222343365,0,0,7.9820622611483,0,0,0,9.52392762,1.3457006429446,0,2.425355488432,1.877903139423,0,0.493337943498201,0,9.56913734,20.9092959654298,0.480004111890899,8.13458106,0,0,0,0,0,0,3.3577737,0,10.05070878,3.3595473793408,0,4.71674693,7.271635785222,0,0,6.2468279934367,0,0,2.1212066485568,0,0,2.7256059578529,0,7.2124190105522,0,7.41579247,6.13298479,0,0,0,0,0,0,7.14063221,0,0,1.3601169205714,0,0,6.9933566273901,8.18957191,0,2.953838434143,0,0,0,0,0,0,0,0,5.54052681,0.5938336895032,0,0,0,0,0,0,0,0,0,0,0.12377047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","tissue","none","islets","9","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_9_IS_doublet_none_A9",2,0,9.4848813343347,12.37708146,7.54510053,8.9506171972067,8.05103998,0,8.48521782,8.18432719,10.05793707,0,9.48611278,0,9.5271441380929,0,0,0,0,0,0,11.65287396,0,8.71692175,9.94209057,5.2986503776894,8.98830041,0,0,0,13.85847031,8.16080398,0,0,2.6283291002659,0,0,10.6034360600566,0,7.51717616,6.2427332761855,7.0039305714138,0,0,0,1.1372202331367,8.4393090272029,0,0,0,0,0,0,0,0.985447794321651,0,0,0,0,13.4117488653402,8.0640661245414,6.45955072,4.6577460801291,0,9.62885409,0,6.23976507,0,0,0,7.35267858,0,0,8.3908744227278,8.5323751861958,0,1.981065739046,0,6.7271779106215,0,4.63814661,0,20.1040485713184,9.26582698,0,0,0,0,0,0,7.2608145,0.184695427335502,0,4.8347699091273,4.3653363190616,4.50900403,8.8844930369201,0,2.3120756338447,0,0,7.27144839,2.2596242963589,12.6023549290957,0,7.7546657242339,6.83229345,5.2663035216538,0,4.42350661,8.62678045,0,3.97438448,6.7762478065009,0,0,0,0,1.3420581796649,7.161345,0,2.8122216620799,0,0,9.50745385,0,0,0,0,0,0,0,9.1086610454834,0,8.8833014291498,6.81318047,7.2130282476238,0,0,3.91099656,0,0,0,0,0,0,5.0689221856404,2.960954357483,0,0,0,2.1163215478355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","tissue","none","islets","83","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_83_IS_doublet_none_G11",2,0,8.005100309568,8.67671884,9.8643724,8.7976315000408,7.19374215,0,7.5256981,9.60213242,9.40598279,9.25054113,8.7749644,0,11.4827121690473,0,0,0,6.3299769090677,0,7.2546124093154,7.29128266,0,9.52562209,9.23496304,0,9.08545819,0,0,7.2874029,13.32492171,8.38236662,7.66328035,0,5.9193109356076,0,7.87228152,12.5452294040618,0,8.59392573,7.5659039306365,8.1449237275961,0,9.2452769856119,0,9.7147206725616,2.7562736679764,0,0,7.8939564197829,0,0,4.0318051655229,0,0,0,9.610927677148,0,0,20.8698177280369,7.4218942836689,0,0,0,8.32976183,0,0.797320020000001,6.08084243,0,0,0,0,0,2.7296733333544,3.3915973951956,0,1.2896553105978,7.0592283769046,0,8.2335467045683,0,0.440401529559701,5.7741058616124,5.37272694,0,0,0,0,0,0,8.58940192,0,0,7.6126314491561,0,2.80868473,5.2469787431131,0,5.685385404896,0,0,0,9.6237479013542,4.0594284155714,0,0,0,7.4275240663042,0,7.4754068,8.95750041,0,0,0,0,0,0,0,0,8.49830319,0,0,0,0,0,4.480469772606,2.496894347184,0,0,0,0,0,4.9758321932859,0,8.0001942828195,7.29673895,8.0506704502411,0,0,5.34370185,0,0,0,0,0,0,0,2.26576592376455,0,0,4.66879761,4.7773897542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","tissue","none","islets","67","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_67_IS_doublet_none_F7",2,0,10.3999205637864,12.37180153,10.68900698,8.8746627192989,10.9478981,0,8.49737583,11.2060474,8.9272147,9.90724003,9.31120402,0,11.3776583844688,0,0,0,9.945912584351,0,9.6115815807897,11.13417327,7.70998957,9.30451096,10.17708389,7.4384393841542,10.43457624,0,0,6.4602865,14.415734533,7.35684919,0,0,0,0,7.95637228,0,6.1939278135115,7.62337438,5.7676492706448,0,0,0,0,9.2523527892309,0,0,0,0,0,0,0,0,3.019763543103,0,5.9528935095029,0,4.61809178,14.3962078138771,11.3860840817962,0,0,0,9.65010124,0,0,0,0,0,7.49707632,0,0,7.8403429452028,0,0,0,7.218356178792,4.9834934504234,0,5.4453712,20.1563750073225,2.4786425891491,8.59058434,0,0,0,0,0,0,6.12301398,6.2320644791162,7.61254413,6.8733561891715,7.6830972915332,0.398507819999999,10.0800742369961,0,5.9458169494729,0,0,0,0,7.0020471150604,0,9.1582407982506,0,0,0,0,8.82285205,0,3.70854956,0,0,0,0,0,0,0,0,0.319478239896899,0,0,7.28516384,0,3.2661164487327,0,0,0,0,0,7.8701046028184,0,0,7.20601091,6.2411086229475,0,0,0,0,0,0,0,0,0,0,2.5051117227553,0,0,0,3.3724367601966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","tissue","none","islets","89","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_89_IS_doublet_none_H5",2,0,10.4665940827375,10.00656581,10.52143064,7.3674032266719,8.77640595,0,9.11689984,9.4913685,10.65707011,9.84533662,9.17155801,0,11.6204766589864,0,0,0,8.0518495377795,7.986527365205,9.4334999486633,6.93158419,8.78439756,0,9.27984315,7.6601684248883,10.5172257,0,0,4.65252471,13.88530464,0,0,0,6.3165406089967,0,9.13559052,4.9560392221103,6.4746929153616,0,6.8698841806045,0,0,0,0,8.8793928140753,8.3633667923104,0,0,0,0,8.44655946,7.8330493126155,0,1.60752662,0,4.8020869493073,0,0,12.6682152292081,6.4760292961961,6.48075424,0,0,8.63753517,0,7.46201547,0,5.6119911224697,0,0,0,0,0,0,0,0,0,7.1639779868858,0,2.95925804,20.894763839328,2.2581843552859,5.33749188,0,0,0,0,0,0,3.06715139,0,8.79575412,6.9625658472235,0,7.16710717,8.1889183847871,0,6.8731506942009,0,0,0,7.7648840091103,6.5545252160048,0,0,0,5.6929612496375,0,0.794300400000001,9.91395502,0,4.09458938,7.6782178900046,0,0,0,0,5.9060446316797,7.6245689,0,0,0,0,7.17541387,0,0,0,0,0,0,0,6.9307201747219,0,6.6986362537933,0,6.8906671115607,8.19096185,0,2.39668693,0.253583710000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
