"","y1","y2","cellSource","kmeans.cluster","age","patient","probe","cohort","FRorFZ","organ","organlocation","tissuelocation","cellType","kmeans.cluster.1","Jak1","IAPP","Ly6e","pten","TGFB1","ITGB1","Irf2","HIF1A","Stat3","Hprt","gsk3b","gsk3a","VEGFA","gapdh","ICOSL","CSF1","INS2","Stat1","Tgfbr2","PDGFA","FLT4","Irf1","PTK2","SFRP1","INS1","TIMP2","Ifngr1","WNT4","Aim2","KLF5","TLR4","TLR3","Pdl-1","nfkb1","Jak2","Traf2","FGFR1","CD24A","GCG","tnfrsf1a","Tnfaip3","EGFR","SST","ACVR1","VEGFB","PDGFB","ANPEP","CD14","il4ra","Socs3","NFATC1","Il27r","Oas1b","ICAM1","CSF1R","Irf7","icam1","Il18r1","VCAM1","Map2k6","Isg15","LY75","FGFR3","Ifit3","CD74","Cd44","pparg","tnfrsf1b","Rsad2","Ifi44","H2.AA","Fyn","Ifit1","CD36","CD83","TEK","Vav1","SPP1","DES","Oas2","ccr2","CSF2RA","Stat5","ANGPT1","TIMP1","CD44","GHRL","H2.DMA","FGR","Bcl6","GM13889","Nur77","Bcl2","COL1A2","Ceacam1","Cxcl10","ICAM2","COL1A1","PDPN","ITGAX","IGF1","TLR7","KDR","CXCL13","tnf","Mx1","TNC","PPY","LEPR","IL34","CSF2RB","MMP9","ccr6","il7","IGF2","GFAP","ppargc1a","il25","PECAM1","PTGS2","IL1B","il6","ADGRE1","cd80","CD80","Cxcr3","NLRP3","Tbx21","Oasl1","IL-21","MMP3","cd40","CD8A","Il12rb","BMP7","MMP2","Zap70","cd86","CD86","FAP","cd8a","TNFSF11","COL11A1","il1r2","Icos","LCK","PDGFRB","gata4","BMP5","TLR9","SELE","Mapk8","CLEC7A","foxp3","Zeb2","ctla4","ZAP70","Stat4"
"83",-3.41156740298609,-1.54077806358201,"tissue",2,"islets","84","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_84_IS_doublet_none_G12",2,11.5787984860443,15.3399339250247,13.5622185097489,12.0180197450798,0,10.2402170260939,10.2152787349595,9.8075032494821,12.1460841636128,10.8595279092789,10.912117589945,11.4119616901477,13.1074159397993,14.3049618694728,0,10.403194581532,21.5,13.0401137792223,0,9.0490373500094,0,13.6444867383436,10.6572235811381,0,13.3430412452846,7.0117752376171,8.3054219049066,10.6152454662052,0,9.377344854659,0,7.8193789381372,11.7900442584886,10.3686174520899,9.1530148762092,9.0947403662704,7.7934867529644,8.9424314195248,8.4705082593344,10.3335066271827,7.2616471198205,8.9353230331806,16.3278656836793,9.7545362449005,7.9416081300316,6.3742700455278,0,7.0799000112546,7.4091781150814,2.4868097819233,6.9350782684957,0,7.5031304133188,5.1627814285946,6.7761152117236,7.9770359184522,5.6857318104821,0,0,0,8.3751827892398,7.7496901238421,7.0107514983641,7.9037774857024,2.6650312147508,3.1802853526456,0,0,7.9385989364339,8.1247323939988,9.4179839645686,7.0246043773404,7.0986022273086,0,0,0,8.0096990231309,6.9094431571082,8.2340897128721,9.599335216813,8.7956969216195,7.7490977644921,6.7085472646165,0,3.2360751023325,3.653288245867,7.0348909238923,7.9477114574488,0,0,0,6.6711795377804,6.3450540378464,0,0,0,0,0,0,0,0.504869929055399,5.9342681994892,0,7.5281033350403,4.7548328312236,0,5.9029027301821,0.904258383417702,0,0,6.6180575724255,0,6.7239541025982,0,0,0,0,4.234515261106,2.1764376952425,6.6646997572519,0,0,0,0,0,0,0,0,0,0,0,7.262962488393,0.934432127508,0,0,0,0,0,0,0,0.246001946315101,0,0,0,0,0,0,0,0,0,1.3817244382849,0,0,0,0,0,0,0
"94",-3.16708488620564,-1.7423827360606,"tissue",2,"islets","94","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_94_IS_doublet_none_H10",2,12.5488121327392,14.5459055360086,13.5523650558639,11.452989275951,0,9.9970016195972,12.1253599513488,9.29904907784,12.3690417378668,9.9518339603303,10.3741684153717,11.1749159603979,13.1424881094355,15.0090838124183,0,9.7545145418515,21.5,14.5794143477745,0,7.9584327756579,0.4084846091719,10.3386061526472,8.4729346193656,0,12.2326103598007,6.7768493736693,9.3304601466809,9.858926928427,0,9.700742003753,0,6.1189631741951,13.9748260775715,10.4261610822995,10.4585871749744,8.691173350156,7.657094424158,7.4245500814439,12.8940384708237,11.6018576510399,0,6.8639995386323,11.0718854416264,6.7959403214576,7.6320089649943,0,6.6503683984929,8.7736468936499,0,5.1270481800214,0,0,7.9230016609801,3.3614136273924,7.8351001993648,9.9058563952342,2.8051627812895,0,1.4548265816609,0,7.9602584436812,0,6.0664330392414,10.9887522456893,7.8621332089752,0.428893039612799,0,8.9822436837042,0,9.4863515874372,1.1005002161746,1.2518387182966,8.9333833885832,1.2018422415245,6.2669864878172,0,7.9500793638903,2.4652655692744,7.9317342572652,8.7368261257245,8.2240572617403,8.1986346284989,6.1463059064443,0,5.7712584727244,0,7.9098896386644,7.7735771394301,0,7.5901312817615,0,0,3.2280397318769,0,0,8.233998133892,0,2.7544813579321,0,5.6093348653128,0,4.4149511899369,0,9.2396650892008,5.1124916727183,7.198138957723,8.4600560295978,5.5550278503039,1.4584308811485,0,2.7464129720361,3.2888942893256,8.9022183537185,0,4.2234385199207,0,0,5.0831574651475,2.9536736941456,7.8402539884947,4.0353235403407,0,0,0,0,0,0,0,0,0,0,7.4603245003328,2.6041313741656,0,0,0,0,0,0,0,1.8546980237283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",-4.18823473364662,-0.792159656286604,"tissue",2,"islets","81","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_81_IS_doublet_none_G9",2,10.9862757337157,13.1684922619475,14.3724568853711,11.60813642455,0,11.1776261511791,11.5520280382356,10.8357170212645,10.6513231579613,9.895252040684,11.0529808988029,11.3645087393958,13.6573623799878,14.9213535165121,0,8.1909051177055,14.9654071751605,12.9963297827568,0,5.8946326317879,0,12.0137502913064,9.4693016907029,0,6.8468826861333,6.5222944801502,7.7415172014032,8.9686719327574,0,7.7622670938756,0,4.0969490554709,10.9828826177483,7.5689913035162,7.6692187829264,10.0978020128751,10.5625549771623,14.3907421444942,20.574664020779,10.8454759357755,0,0,19.7652246702338,8.1305466053255,7.0844586805567,0,11.4651797228685,7.9260780279808,8.2978672657195,4.7593955069367,8.3314490288665,0,7.6621394421295,0,0,10.7833225202847,0,0,0,8.5365698423607,8.8240094774934,6.9427717344314,7.3250806433297,10.4921610714824,12.5375870281875,5.078075045774,0,7.0383653161555,9.2239483097894,9.5240202019227,11.2562313393776,8.2526559283584,8.1945831691086,9.1430055787032,6.2731884033737,0,6.215226836582,9.2247223605515,0,0,8.3604422269448,6.4526887652226,7.0007300193126,0,0,4.4149753018499,0,8.6528263655483,0,7.4184603014198,0,0,8.0113639751366,0,3.5751621303934,14.6669449499959,0,1.0455540103043,0,0,2.0432606398075,0,0,9.06452623609,2.5375493922055,0,8.5865209553119,16.7755546026812,2.6846922188931,0,0,0,8.6329069226043,0,8.0576069796807,0,0,3.283265285651,0,6.171597561035,3.258267770805,0,0,0,0,0,0,0,0,0,0,3.4784349007121,3.852984828658,0,0,0,0,0,0,0,3.2303203675355,0,0,0,0,0,1.1363348878229,0,0,0,1.5356011011213,0,0,0,0,0,0,0
"38",-4.36237760240457,-0.531437197309234,"tissue",2,"islets","43","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_43_IS_doublet_none_D7",2,10.7906245566219,12.3980809613659,14.7602562244425,11.6271044566362,0,12.4475424271256,11.3843751033562,9.6902459736315,11.8207433684402,11.0314304562154,11.0020246416649,11.5946143820211,12.7893473508351,14.5133028624782,0,9.7806034372409,13.4817662947274,13.991243879134,7.9454023667455,8.1564652633981,0,12.9938162578386,9.7694377142369,7.582220732445,0,9.8351751852196,9.7311758182077,9.7115373474866,0,0,0,9.2109563606819,12.5772863838539,11.1337903910462,10.1165276824747,9.4578254323541,8.8745012894852,13.244952753177,21.5,6.8586756731502,0,0,20.3582521760976,5.878035533306,5.8212429723411,7.5850565194939,10.0131151685518,7.8819376320008,0,6.7529954029289,7.5919951984685,0,8.8528971414109,4.920448919009,4.5641240945197,11.581616661583,4.0509663722531,0,0,9.3908372232329,12.1426767165157,8.1215466012332,7.4260060226716,11.7349488310966,11.0220026344745,2.9378624603975,0,0,6.7416628792834,9.5602379899161,11.3314039277042,7.0293488962741,12.556793428605,7.7751441307416,8.0341932668757,0,0,0,1.8535648775933,8.0376005165268,8.7075378531723,0,5.5044218652745,0,2.0118430153681,0.992085545426399,5.5337187858572,11.0462881762571,0,8.4656045950547,0,0,6.0599392216389,0,0,7.0545265952629,0,0,0,5.19272446862,0,0,0,8.6401486428867,0,6.9542869196932,7.6962595095818,2.9742101983158,0,0,7.4722346985908,0,7.3773946733495,0,4.7829981760988,0,8.0020352090427,0,0,5.5530182410136,0,0,0,0,0,0,0,0,0,0,0,0.0365856307628007,2.2292775404684,0,0,0,0,0,0,7.0611468454384,2.760581671759,1.4404301292909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",-3.86348150933286,-1.9908310635106,"tissue",2,"islets","86","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_86_IS_doublet_none_H2",2,11.1717614772605,14.7899462948459,14.2541226124372,12.0323756917544,0,10.3571602526758,12.0586350392434,11.166317008237,11.2542324458246,11.0430821256955,9.5188621131054,10.6963332311188,12.8074906061607,14.7012526620996,0,11.0090885513378,21.5,13.4450743027938,0,9.8623847217175,0,14.6209353619407,9.8246177986652,0,11.9850143315079,9.6467118433401,9.6634007266493,10.6650878547993,0,11.8991453941443,0,9.7522507636213,12.3029687571654,10.8022017579884,7.5263341008576,9.4464426173465,9.5258142086295,11.8642389846382,0,10.1028270583304,9.0610128580489,0,12.9587986534715,6.1256944720092,5.7007221286496,0,7.430684745144,8.4195026659769,0,6.0145556424594,7.87758234966,0,0,3.8740981553,8.8861587278398,7.9972535011796,4.3310371520533,0,0,0,9.6657280589358,6.0741406760495,10.5285993384411,11.5705179711597,8.3240465266841,4.9268117885925,0,4.7001253756735,0,9.7260608400317,9.5716271300922,0,8.4696748180791,0,3.7953728905498,0,6.4735936857923,15.3111552361376,9.3799835801235,8.7326172208472,7.4242830691198,5.6187047586543,0,7.4595917575685,2.2783599315516,4.3719193112345,7.7542629664015,7.6615050204153,0,8.2755645996081,6.5022398188074,0,5.7886618735225,0,0,17.0322375927747,0,4.7349472640323,0,7.0297032544433,0.517488924882201,4.6138268357824,0,9.183686749294,5.5768072014577,0,8.9422429507173,0,0,0,0,0,8.5582087554409,8.5736181716575,6.7948888012302,0.661610679787099,7.4385579286085,4.871566243855,0,7.7417766452101,0,0,0,0,0,0,0,0,0,0,0,1.0997772908662,5.9584346109843,0,0,0,0,0,0,0,6.470356838446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",-4.08710758622032,-1.34248078827197,"tissue",2,"islets","58","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_58_IS_doublet_none_E10",2,11.9654853951504,15.680760038779,15.0509589840374,12.0563476932603,0,12.9188653010667,11.4545364718447,11.0869501149329,12.7066658043565,12.3550638227196,11.7699892024084,12.9168365805122,13.520507243874,15.635126501911,0,10.8211920068064,21.5,14.047439971946,0,9.1552581867603,0,14.6254439118943,9.7349749690851,0,13.3610911714789,8.641725059439,9.1488358119617,10.9033272561545,0,10.9758008592087,0,9.2934010678195,11.9709261107104,11.4226960667693,10.163374816293,9.5803636666779,11.1692424689326,8.7898909024644,20.0269616670446,10.4645588268982,9.7147447345836,9.0714535610426,16.018791206134,7.6975002874099,7.3536708870451,6.1551674047305,9.760098461482,6.8963169107806,9.5261878699367,6.5221597593547,10.0351008829873,0,9.355087122299,0,7.3221016207906,9.2634599443639,0,0,0,0,7.1487073573495,9.0178381546917,6.1215795368437,11.6988320964169,8.4770068442662,0,7.2226719852489,5.2053816660709,8.9269130841323,6.7386903180937,10.1275498626375,9.1895194966648,10.1451530369745,0,8.1606935542696,0,4.2948651263985,12.1898481214871,5.060894886144,8.5902832270236,9.1454029238605,8.4413917648553,8.0928438859487,0,6.373062550085,0,7.5212469403853,8.8207246714968,0,9.0189013843878,5.7845878209761,11.0859355656252,6.5915702820403,0,0,14.3841293390656,0,0,0,6.4658617224355,0,3.8403442172424,0,9.6146124937674,0,8.1319251001326,6.9884458977496,19.1084962478373,0,0,0.9124987994234,1.9159459843293,8.7766911105126,0,9.0060411206709,0,0,0,0,8.6213658712939,0,0,0,0,0,0,0,0,0,0,0,5.064997894614,2.1414613136782,0,0,0,0,0,0,0,1.9251831328321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0959352792321
"70",6.50017213241686,2.48645746681155,"tissue",3,"islets","72","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_72_IS_doublet_none_F12",3,0,6.7232157085891,0,0,0,0,0,0,0,0,0,0,0,0.202840234680998,0,0,14.5235966441912,0,0,0,0,0.162300323539402,0,0,0.0851268337771991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4025922022583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8348864298646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4442490146946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0953256439724,0,0,5.0705199639731,0.326550860076399,0,0,0,0,0,0,0,1.3463800422754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",6.50630822650373,2.46450073454213,"tissue",3,"islets","56","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_56_IS_doublet_none_E8",3,0,6.8084975694711,0,0.152626554521799,0,0,0,0,0,0,0,0,0,0,0,0,14.0099168982247,0,0,0,0,5.710858791031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5141950109063,0.257205442314799,0,0,0,13.5959658513216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341719477548502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",5.91174072684044,2.58396609132976,"tissue",3,"islets","74","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_74_IS_doublet_none_G2",3,0,7.917430498702,1.9052035583274,0,0,0,0,0,5.4726275676528,0,0.776429832664501,0,0,10.4763957496201,0,0,14.9712371104147,0,0,0,0,4.3567402043493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6829881015083,7.3877893914364,0,0,0,0,0,0,2.4847886568141,0,0,4.1524753513862,0,0,0,0,0,1.2836232135683,0,0,0,0,0,0,0,0,0,8.4265259942122,3.0086541457099,0,0,3.0677830517089,0,0,0,0,0,0,0,0,6.3938282691624,0.4942748852772,3.9091953748233,0,8.0981452925605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.545775175222,0,4.4328557421154,0,0,0,0,0,8.2174144794734,4.3315768297269,0,0,1.1399657541269,0.945968471938301,0,0,0,6.6877559313252,0,0,0,0,0,0,7.0897966934137,0,0,0,0,0,0,0,0,1.2761842933964,0,0,0,0.551628457700801,0,0,0,0,0,0,0,2.2178409441003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",5.73327808536331,2.22340104278291,"tissue",3,"islets","53","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_53_IS_doublet_none_E5",3,0.154027418039298,0,0.933021579640901,0,0,1.5539397427682,0.128795829545702,0.5179152500051,0,0,0,0,0,11.9972321824486,0,0,13.8831912348869,0,0,0,0,2.3037099521074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9817358861431,7.6993810970939,0,0,0,8.3404601129144,0,0,0,0,2.2675862903754,0,0,0,0,0,0,7.1198452386734,0,0,0,0,0,5.474430866546,0,0,8.6741885802079,3.7993591894794,0,0,0,0,0.5241569963584,6.8609712000404,0,0,0,0,0,0,0.213927379271801,0,0,1.0922071408371,0,3.6306372353911,0,6.6285780264262,0,6.8920373286274,4.1774762447488,0,0.224018444148399,0,0,0,0,0,7.0122183602743,0,0,0,0,0,3.7514687958575,0,3.6742877238637,0,0,1.3061140729358,2.261061438936,0,0,0,0,5.9356080230523,0,0,0,0,0,0,4.8078200421321,0,0,0,0,0,0,0,0,0,0,0,0,2.1032745344854,0,0,0,0,0,0,0,1.9069101501809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",5.77838351658837,2.30359366696455,"tissue",3,"islets","68","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_68_IS_doublet_none_F8",3,0,2.0971884029733,5.3369842811019,0,0,0,0.1690862073918,0,0,0,0,2.4317267761653,0,12.563757817556,0,0,12.6473037941729,0,0,0,0,0,0,0,5.4902718966886,0,0,0.2349743791824,0,0,0,0,0,0,0,0,2.9809869887614,6.4671342118791,0,0.879308942938,0,0,8.7099026006487,0,0,0,0,1.9208023373366,0,0,0,0,0,0,0,0,0,0,0,0,7.6274892317656,0,1.7700941816024,8.1171401668324,1.3887943590108,0,0,0,0,5.0685458467479,0,0,0,0,0,0,3.9293233654379,0,0,0,7.6980199781012,0,0,0,3.9873266936112,0,0,2.1464373989761,0,0,4.631145987019,0,0,0,0,0,0,0,0,6.8482260064919,0,0,0,0,0,0,6.2014307429226,6.1644478729068,0,0,0,0,6.0930590285587,0,3.3612887912804,0,0,0.5358752829592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4930888111512,0,0,0,0,0,0,0,4.0738055417137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",5.45810045452394,2.56446480688178,"tissue",3,"islets","37","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_37_IS_doublet_none_D1",3,0,5.7732257864184,6.1830739394348,0,0,0,0,0,0,0,0,0,4.1895027223182,12.0633252324744,0,0,14.0300619331285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6922634603039,6.7862927096628,0,0.692888561148902,0,0,2.1267636733907,0,0,0,0,0,0,0,0,0,0,1.9709864314006,1.0509923553354,0,0,0,0,0,9.2221507804379,0,4.513603118597,9.4727231789,3.6621307005088,0,0,0,0,0,7.3704992436276,0,0,0,0,0,4.1486198256657,0,1.3983821242011,0,8.8305949179061,0,0,0,0,0,6.0760078204945,0,0,0,0,0,0,0,0,0,0.689177421352898,1.9526718232419,0,5.6464879564837,0.4407776576057,2.8733757243503,0,8.5924878836135,0,0,7.1888121484259,0.2317440466948,0,0,3.9547050497412,0,5.1356734741501,0,0.4630987076136,0,0,1.4293235883061,1.6994097626346,6.1651813690378,1.6519827766401,0,0,0,0,0,0,0,0.597639846643499,0,0,0,0,0,0,0,0,0,0,0,2.2185601683828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",5.49548331195327,2.53843139832021,"tissue",3,"islets","63","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_63_IS_doublet_none_F3",3,0,7.1695386022069,0,0,0,0,0.161509521982001,0,4.8211803563842,0,0,0,0.8265138943319,11.5008819498073,0,0,14.7783014710706,0,0,0,0,3.3958201108362,0,0,1.5101032706409,0,0,2.1245402008266,0,0,0,0,0,3.8189940379283,0,0,0,7.1008456942797,9.8818679367194,3.55638896706,0,0,0,0,0,0,0,2.1657474532969,0,0,0,0,0,0,0,0,0,0,0,0,4.5344811680587,0,8.2800464915299,7.5800267030565,4.6279465726498,0,0,0,0,6.8377739398548,0,0,0,0,0,0,6.871573369364,2.5823250721623,4.8956768931284,0,9.0922332427989,2.9204523433965,0,0,0.889739899899901,0,7.7240302030638,0,0,0,0,0,0,0,0,0,0,0,0,5.5626267422287,1.770710625511,4.5967404030997,0,3.898352031603,0,0,3.9398390332701,0,0.133371606201599,0,0,0,8.2677103965314,0,0,0,0,4.5519791576288,0,7.0940928317801,2.9415697970391,0,0,0,0,0,0,0,0.2143230977819,0,0,0,1.8320100568239,0,0,0,0,0,0,0,2.6834941351751,0,0,0,0,0,0,0,0,1.0758751793242,0,0,0,0,0,0,0,0
"84",5.00290069104877,2.8141624048784,"tissue",3,"islets","85","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_85_IS_doublet_none_H1",3,0,0,8.4828436190748,1.9376552876553,0,0,0,0,1.0773180062677,0,0,0,0,12.6176502742385,0,0,12.9496627515928,2.6702235742717,0.5486496671457,0,0,2.992471657048,0,0,4.1710101473041,0,0,0.640951494553502,0,0,0,0,0,3.9194129619138,0,0,4.5679360743912,0,6.3651234207196,1.6849008216701,0,0,0,0,0,0,1.2575277845423,8.3278194507239,0,0,0,0,0,0.428905413020999,5.9088913592375,0,0,0,0,0,7.8538212584837,0,7.9916771429189,10.2144234625915,5.0802336491472,0,0,3.7928134882837,0,1.2937979497487,6.6938486224455,0,0,0.291612433104198,0,0,4.3327833611702,0,0,0,6.9140416884022,0,0,0,2.9665316223722,0,1.2569466837421,0,0,0,5.6358543016235,0,5.4788109252679,0,0,6.6182908954802,0,0,0,6.3659858442972,0,1.1758783905532,0.279698733677801,5.113924111143,2.5347830958248,0,3.2902411011041,0,0,0,5.6293491324647,0,9.4652684667675,0,0,1.4626274564632,0,3.6887997085187,2.0846464105,3.4146411522373,0,0,0,0,0,0,0,0,0,0,0,0,0.191360638837999,0,0,0,0,0,0,0,1.1796152506688,0,0.132221781364098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",5.02030232333257,1.93938344925584,"tissue",3,"islets","79","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_79_IS_doublet_none_G7",3,0,4.2923013274864,1.4235027099897,0,0,0,0,0,4.7914736452516,0,0,0,0,12.2231636028229,0,0,13.4537975081215,0,0,0,0,6.7459582939161,0,0,4.9170942681104,0,0,3.4387331992551,0,0,0,0,0,0,0,0,6.6848536595531,0,11.8473694252456,1.8314209440679,0,0,11.2059049873437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3047161065899,0,0,5.3925830313914,5.1398195016443,0,0,0,0,8.5042523520031,6.8486794272731,0,0,0,0,0,0,0,6.5036537216635,0,6.0480327294833,0,0,0,4.4267267799252,0,7.5230779828988,7.2879300075503,0,0,6.4596718664442,0,4.8109761044132,0,0,6.8078535271562,0,2.0240037659338,0,5.6648688246491,0,0,0,7.7386827909569,3.4073702186882,0,3.1063625654434,0,0,0,0,0,7.4820037221754,0,0,1.5757704344022,0,0,0,5.0079635427447,0,0,0,0,0,0,0,0,0,0,0,0,5.3491909361741,0,0,0,0,0,0,0,6.086228528104,0,0.2306514936875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",4.74408211268147,2.70933107602077,"tissue",3,"islets","11","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_11_IS_doublet_none_A11",3,0,2.2695642004555,3.7133226576355,0,0,0,0,0,5.8316069404061,0,0,0,0,12.4014533161576,0,0,12.3455974319401,0,0,0,0,6.7146942137423,0,0,0,0,0,0,0,0,0,0,0,8.3345379494054,0,0,7.3392424963804,0,0,0,0,0,6.8357143325156,0,0,0,0,7.4430787816879,0,0,0,0.015236139923001,0,0,0,3.3738282544994,0,0,0,0,7.8964263921122,0,7.9292590302218,8.0045832710711,6.4573886685851,0,0,0,0,0,6.7160209819652,0,0,0,0,0,4.9529252902248,3.2806469879478,7.0849465104276,0,8.3826270007428,0,0,0,0,0,0,5.9562960240774,0,0,1.1233711394312,0,5.6180392810278,0,0,5.9642932265539,0,2.2422307840642,0,1.1279431855104,0,5.8119652111401,0,8.3744961698429,3.8464803043314,0,8.2532266627221,0,0,0,6.2390528314741,1.1860281894134,9.4161837682448,0,5.5379675814288,0,0,4.4001836414923,0,3.5678378898509,0.544019757050801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",5.46947431876777,3.11558767450747,"tissue",3,"islets","52","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_52_IS_doublet_none_E4",3,0,7.1986318964071,7.7084137588726,0,0,0,0,0,0,6.9621625514735,0,6.5661622002594,2.7271044208742,11.6545912988133,0,0,15.629812171388,0,0,0,0,0.785290017345801,0,0,5.8388640846715,0,0,0,0,0,0,0,0,0,0,0,0,5.5723045472258,3.6625953507483,0,0,0,8.0758248028329,0,0,0,5.8640222937989,7.7097311030889,0,0,0,0,0,1.6105627792566,6.5490289618099,0,2.5461745135966,0,0,0,0,0,8.0541623349456,7.6820885005312,0.138182830665301,0,0,0,0,4.1660360695771,2.110988395134,0,0,0,0,0,6.1513939523444,3.2432083578849,0,0,0,0,0,0,0,0,6.6395285670829,0,0,0,1.7572382972894,0,6.3062458895287,0,0,8.3752000602501,0,0,0,7.8235624470514,0.353114857326901,0,0,8.643342951277,3.1485040766392,0,0,0,0,0,5.5238376408016,0,7.6794319965771,0,0,0,0,3.5890755618298,0,6.4976757063028,2.2079308985363,0,0,0,0,0,0,0,0.9281848015201,0,0,0,4.1104745634772,0,0,0,0,0,0,0,4.3588071416293,0,0,0,0,0,1.3786073910577,0,0,0,0,0,0,0,0,0,0,0
"39",5.42156844976431,3.27157377150386,"tissue",3,"islets","44","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_44_IS_doublet_none_D8",3,0,6.221406345855,6.5899404777345,0,0,0,0,0,0,0,0,0,8.9029721944908,12.6088789440621,0,0,16.9326223786159,0,0,0,0,1.2363286287249,0,0,8.4082411934122,0,0,0,0,0,0,0,0,7.0224301566304,7.0144476930577,0,6.7694058995694,8.4833047244037,1.5648525195405,0,0,0,12.2358469705874,0,0,0,0,6.6338035675262,0,2.6648479061515,0,0,0,0,3.2292043681751,5.044960652539,0,0,0,0,0,0,7.2708553170612,9.7423842320012,2.0679394448598,0,0,0,0,0,6.1059749732703,0,0,0,0,0,0,0,2.8526756185563,0,9.149071133639,0,0,0,5.3376507714598,0,0,0,0,0,0,0,4.9361507396185,0,0,7.1435076276136,0,0,0,6.1509362658844,0,0,0,7.9376101431875,0,0,0,0,0,0,7.846917188679,0,8.1267557649793,0,5.9270348795997,0,0,0.2009284990379,0,6.7832115111058,0,0,0,0,0,0,0,0,0.100400005641202,0,0,0,2.2174641425811,0,0,0,0,0,0,0,0.4456781656522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
