Chip Run Info,F:\1363029192\ChipRun.bml,1363029192,96.96 (136x),GE 96x96 Express+Melt_v1,ROX,EvaGreen,11/7/25 19:02,1:43:02,X9-190034,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined,
Application Version,4.7.1,,,,,,,,,,,,,
Application Build,20200930.17,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,
Baseline Correction Method,Linear (Derivative),,,,,,,,,,,,,
Ct Threshold Method,Auto (Global),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,,
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,,
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,,
S88-A44,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,ICOS,Test,999,0,Flag,0.023073164,999,999,0,,ICOS
S88-A45,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL27R,Test,999,0,Flag,0.023073164,999,999,0,,IL27R
S88-A46,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,LY6E,Test,10.27635611,1,Pass,0.023073164,80.04223941,65.69937374,0.973382717,,LY6E
S88-A47,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,PD1,Test,999,0,Flag,0.023073164,999,999,0,,PD1
S88-A48,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TNFAIP3,Test,999,0,Flag,0.023073164,999,999,0,,TNFAIP3
S88-A54,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TBX21,Test,999,0,Flag,0.023073164,999,999,0,,TBX21
S88-A53,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL6,Test,999,0,Flag,0.023073164,999,999,0,,IL6
S88-A52,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL25,Test,18.67260305,1,Pass,0.023073164,85.01790961,67.43314938,0.925630541,,IL25
S88-A51,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,ICAM1,Test,999,0,Flag,0.023073164,999,999,0,,ICAM1
S88-A50,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD8A,Test,23.20350641,0,Flag,0.023073164,999,74.8662215,0,,CD8A
S88-A49,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CCR5,Test,999,0,Flag,0.023073164,999,999,0,,CCR5
S88-A60,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TRAF2,Test,17.76999806,1,Pass,0.023073164,80.29592967,999,1,,TRAF2
S88-A59,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,RSAD2,Test,999,0,Flag,0.023073164,999,999,0,,RSAD2
S88-A58,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,MAP2K6,Test,999,0,Flag,0.023073164,999,999,0,,MAP2K6
S88-A57,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IRF1,Test,14.33508177,1,Pass,0.023073164,80.68316195,65.38451675,0.955248791,,IRF1
S88-A56,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IFI44,Test,15.06670478,1,Pass,0.023073164,78.59931246,999,1,,IFI44
S88-A55,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,PDL-1,Test,16.26198215,1,Pass,0.023073164,81.60496314,999,1,,PDL-1
S88-A66,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TNF,Test,21.04667867,0,Flag,0.023073164,999,83.06986403,0,,TNF
S88-A65,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL7,Test,999,0,Flag,0.023073164,999,999,0,,IL7
S88-A64,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL27,Test,999,0,Flag,0.023073164,999,999,0,,IL27
S88-A63,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IFNG,Test,999,0,Flag,0.023073164,999,999,0,,IFNG
S88-A62,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CTLA4,Test,999,0,Flag,0.023073164,999,999,0,,CTLA4
S88-A61,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CCR6,Test,15.10341157,1,Pass,0.023073164,81.86641618,999,1,,CCR6
S88-A72,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,VAV1,Test,18.77050763,0,Flag,0.023073164,999,84.8012065,0,,VAV1
S88-A71,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,SOCS3,Test,19.36681371,1,Pass,0.023073164,87.82639239,64.91191993,0.900501543,,SOCS3
S88-A70,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,MAPK8,Test,999,0,Flag,0.023073164,999,999,0,,MAPK8
S88-A69,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IRF2,Test,12.98359558,1,Pass,0.023073164,78.716318,999,1,,IRF2
S88-A68,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IFI44L,Test,999,0,Flag,0.023073164,999,999,0,,IFI44L
S88-A67,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD44,Test,999,0,Flag,0.023073164,999,999,0,,CD44
S88-A78,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TNFRSF1A,Test,14.67193445,1,Pass,0.023073164,79.33985313,999,1,,TNFRSF1A
S88-A77,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL7R,Test,999,0,Flag,0.023073164,999,999,0,,IL7R
S88-A76,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL2RA,Test,999,0,Flag,0.023073164,999,999,0,,IL2RA
S88-A75,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL10,Test,999,0,Flag,0.023073164,999,999,0,,IL10
S88-A74,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,FOXP3,Test,999,0,Flag,0.023073164,999,999,0,,FOXP3
S88-A73,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD28,Test,999,0,Flag,0.023073164,999,999,0,,CD28
S88-A84,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,ZAP70,Test,999,0,Flag,0.023073164,999,999,0,,ZAP70
S88-A83,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,STAT1,Test,13.36477003,1,Pass,0.023073164,81.16810347,999,1,,STAT1
S88-A82,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,MX1,Test,999,0,Flag,0.023073164,999,999,0,,MX1
S88-A81,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IRF4,Test,999,0,Flag,0.023073164,999,999,0,,IRF4
S88-A80,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IFIT1,Test,16.84488333,1,Pass,0.023073164,79.32350874,999,1,,IFIT1
S88-A79,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CEACAM1,Test,999,0,Flag,0.023073164,999,999,0,,CEACAM1
S88-A90,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TNFRSF1B,Test,999,0,Flag,0.023073164,999,999,0,,TNFRSF1B
S88-A89,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,NFKB1,Test,13.51009418,1,Pass,0.023073164,78.77248019,84.72552994,0.974789725,,NFKB1
S88-A88,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL3,Test,999,0,Flag,0.023073164,999,999,0,,IL3
S88-A87,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL12B,Test,999,0,Flag,0.023073164,999,999,0,,IL12B
S88-A86,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,GAPDH,Test,9.169077234,1,Pass,0.023073164,82.68301761,999,1,,GAPDH
S88-A85,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD3E,Test,999,0,Flag,0.023073164,999,999,0,,CD3E
S88-A96,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,ZEB2,Test,25.66069826,1,Pass,0.023073164,79.63773568,999,1,,ZEB2
S88-A95,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,STAT3,Test,13.20269128,1,Pass,0.023073164,78.35682702,66.30683419,0.978567015,,STAT3
S88-A94,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,NUR77,Test,14.96146505,1,Pass,0.023073164,83.7480365,999,1,,NUR77
S88-A93,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IRF7,Test,16.21795821,1,Pass,0.023073164,81.78536093,65.55567929,0.959056615,,IRF7
S88-A92,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IFIT3,Test,14.83585439,1,Pass,0.023073164,81.42931103,73.14985099,0.98964264,,IFIT3
S88-A91,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CXCL10,Test,15.15098461,1,Pass,0.023073164,84.65743247,999,1,,CXCL10
S10-A01,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,BCL6,Test,999,0,Flag,0.023073164,999,999,0,,BCL6
S10-A02,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD4,Test,999,0,Flag,0.023073164,999,999,0,,CD4
S10-A03,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,GATA4,Test,28.97665308,0,Flag,0.023073164,82.83244023,999,1,,GATA4
S10-A04,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL17A,Test,999,0,Flag,0.023073164,999,999,0,,IL17A
S10-A05,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL4,Test,999,0,Flag,0.023073164,999,999,0,,IL4
S10-A06,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,PPARA,Test,999,0,Flag,0.023073164,999,999,0,,PPARA
S10-A07,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,AIM2,Test,15.54504087,1,Pass,0.023073164,80.24874541,999,1,,AIM2
S10-A08,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CXCR3,Test,999,0,Flag,0.023073164,999,999,0,,CXCR3
S10-A09,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IFNGR1,Test,12.31244116,1,Pass,0.023073164,77.353165,999,1,,IFNGR1
S10-A10,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,ISG15,Test,14.0416877,1,Pass,0.023073164,81.79918512,999,1,,ISG15
S10-A11,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,OAS1B,Test,16.87533808,1,Pass,0.023073164,81.74668294,66.85611329,0.968664396,,OAS1B
S10-A12,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,STAT4,Test,999,0,Flag,0.023073164,999,999,0,,STAT4
S10-A13,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CCR2,Test,13.39047376,1,Pass,0.023073164,76.90089883,66.73281916,0.975853445,,CCR2
S10-A14,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD40,Test,16.7417044,1,Pass,0.023073164,81.04092648,65.07464687,0.974647322,,CD40
S10-A15,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,GSK3A,Test,12.71365704,1,Pass,0.023073164,79.71016586,65.30928176,0.968890659,,GSK3A
S10-A16,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL1R2,Test,999,0,Flag,0.023073164,999,999,0,,IL1R2
S10-A17,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL4RA,Test,12.00516286,1,Pass,0.023073164,77.05880445,999,1,,IL4RA
S10-A18,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,PPARG,Test,17.69895974,1,Pass,0.023073164,77.8016906,66.18403344,0.960280566,,PPARG
S10-A19,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,BCL2,Test,16.37863637,1,Pass,0.023073164,82.62114691,64.83574812,0.956212871,,BCL2
S10-A20,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CXCR4,Test,999,0,Flag,0.023073164,999,999,0,,CXCR4
S10-A21,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL12RB,Test,999,0,Flag,0.023073164,999,999,0,,IL12RB
S10-A22,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,JAK1,Test,12.71560285,1,Pass,0.023073164,82.27722789,999,1,,JAK1
S10-A23,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,OAS2,Test,999,0,Flag,0.023073164,999,999,0,,OAS2
S10-A24,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,STAT5,Test,22.23778234,1,Pass,0.023073164,85.98148072,65.41007593,0.82545662,,STAT5
S10-A25,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CCR3,Test,999,0,Flag,0.023073164,999,999,0,,CCR3
S10-A26,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD80,Test,999,0,Flag,0.023073164,999,999,0,,CD80
S10-A27,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,GSK3B,Test,14.25584752,1,Pass,0.023073164,78.70419159,999,1,,GSK3B
S10-A28,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL2,Test,999,0,Flag,0.023073164,999,999,0,,IL2
S10-A29,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL5,Test,999,0,Flag,0.023073164,999,999,0,,IL5
S10-A30,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,PPARGC1A,Test,999,0,Flag,0.023073164,999,999,0,,PPARGC1A
S10-A31,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CCR1,Test,999,0,Flag,0.023073164,999,999,0,,CCR1
S10-A32,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,FYN,Test,13.52712932,1,Pass,0.023073164,78.3234824,64.06269526,0.983323643,,FYN
S10-A33,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL18R1,Test,999,0,Flag,0.023073164,999,999,0,,IL18R1
S10-A34,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,JAK2,Test,14.503231,1,Pass,0.023073164,79.97699002,66.37135324,0.963240126,,JAK2
S10-A35,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,OASL1,Test,999,0,Flag,0.023073164,999,999,0,,OASL1
S10-A36,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,TGFBR2,Test,12.38968086,1,Pass,0.023073164,81.15658053,999,1,,TGFBR2
S10-A37,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CCR4,Test,999,0,Flag,0.023073164,999,999,0,,CCR4
S10-A38,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD86,Test,999,0,Flag,0.023073164,999,999,0,,CD86
S10-A39,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,HPRT,Test,13.73589813,1,Pass,0.023073164,79.89818269,65.11286075,0.976323911,,HPRT
S10-A40,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL-21,Test,999,0,Flag,0.023073164,999,999,0,,IL-21
S10-A41,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL5RA,Test,999,0,Flag,0.023073164,999,999,0,,IL5RA
S10-A42,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,PTEN,Test,12.35216168,1,Pass,0.023073164,77.84933812,67.02672305,0.977826053,,PTEN
S10-A43,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CCR7,Test,999,0,Flag,0.023073164,999,999,0,,CCR7
S10-A44,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,ICOS,Test,999,0,Flag,0.023073164,999,999,0,,ICOS
S10-A45,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL27R,Test,999,0,Flag,0.023073164,999,999,0,,IL27R
S10-A46,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,LY6E,Test,8.253046896,1,Pass,0.023073164,80.07048385,999,1,,LY6E
S10-A47,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,PD1,Test,999,0,Flag,0.023073164,999,999,0,,PD1
S10-A48,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,TNFAIP3,Test,13.60482275,1,Pass,0.023073164,81.38385311,999,1,,TNFAIP3
S10-A54,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,TBX21,Test,999,0,Flag,0.023073164,999,999,0,,TBX21
S10-A53,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL6,Test,999,0,Flag,0.023073164,999,999,0,,IL6
S10-A52,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL25,Test,20.74968662,1,Pass,0.023073164,85.1298098,66.21658795,0.867163455,,IL25
S10-A51,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,ICAM1,Test,13.57298204,1,Pass,0.023073164,82.31501047,999,1,,ICAM1
S10-A50,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD8A,Test,23.1134699,0,Flag,0.023073164,999,74.69963414,0,,CD8A
S10-A49,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CCR5,Test,999,0,Flag,0.023073164,999,999,0,,CCR5
S10-A60,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,TRAF2,Test,16.76680874,1,Pass,0.023073164,80.26416081,999,1,,TRAF2
S10-A59,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,RSAD2,Test,16.67323435,1,Pass,0.023073164,78.75822476,999,1,,RSAD2
S10-A58,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,MAP2K6,Test,15.36106324,1,Pass,0.023073164,79.40651872,66.95968708,0.982643051,,MAP2K6
S10-A57,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IRF1,Test,12.88223233,1,Pass,0.023073164,80.77959843,67.14023228,0.980290642,,IRF1
S10-A56,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IFI44,Test,13.17258866,1,Pass,0.023073164,77.08249356,999,1,,IFI44
S10-A55,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,PDL-1,Test,15.7952162,1,Pass,0.023073164,81.58668036,999,1,,PDL-1
S10-A66,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,TNF,Test,19.8881709,0,Flag,0.023073164,999,83.18205487,0,,TNF
S10-A65,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL7,Test,999,0,Flag,0.023073164,999,999,0,,IL7
S10-A64,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL27,Test,999,0,Flag,0.023073164,999,999,0,,IL27
S10-A63,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IFNG,Test,999,0,Flag,0.023073164,999,999,0,,IFNG
S10-A62,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CTLA4,Test,999,0,Flag,0.023073164,999,999,0,,CTLA4
S10-A61,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CCR6,Test,13.47860957,1,Pass,0.023073164,81.87559424,65.31844982,0.979511529,,CCR6
S10-A72,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,VAV1,Test,19.17606485,0,Flag,0.023073164,999,84.92366653,0,,VAV1
S10-A71,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,SOCS3,Test,19.41268363,1,Pass,0.023073164,87.83801471,65.4754942,0.932844409,,SOCS3
S10-A70,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,MAPK8,Test,999,0,Flag,0.023073164,999,999,0,,MAPK8
S10-A69,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IRF2,Test,13.25634801,1,Pass,0.023073164,78.72924219,65.0676109,0.981405908,,IRF2
S10-A68,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IFI44L,Test,999,0,Flag,0.023073164,999,999,0,,IFI44L
S10-A67,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD44,Test,999,0,Flag,0.023073164,999,999,0,,CD44
S10-A78,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,TNFRSF1A,Test,10.6755885,1,Pass,0.023073164,79.41204552,999,1,,TNFRSF1A
S10-A77,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL7R,Test,999,0,Flag,0.023073164,999,999,0,,IL7R
S10-A76,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL2RA,Test,999,0,Flag,0.023073164,999,999,0,,IL2RA
S10-A75,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL10,Test,999,0,Flag,0.023073164,999,999,0,,IL10
S10-A74,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,FOXP3,Test,999,0,Flag,0.023073164,999,999,0,,FOXP3
S10-A73,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD28,Test,999,0,Flag,0.023073164,999,999,0,,CD28
S10-A84,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,ZAP70,Test,999,0,Flag,0.023073164,999,999,0,,ZAP70
S10-A83,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,STAT1,Test,13.10756722,1,Pass,0.023073164,81.2209643,63.19764093,0.980779213,,STAT1
S10-A82,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,MX1,Test,999,0,Flag,0.023073164,999,999,0,,MX1
S10-A81,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IRF4,Test,999,0,Flag,0.023073164,999,999,0,,IRF4
S10-A80,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IFIT1,Test,14.97655599,1,Pass,0.023073164,79.60217781,64.03123837,0.960353396,,IFIT1
S10-A79,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CEACAM1,Test,23.9213584,0,Flag,0.023073164,999,81.86194932,0,,CEACAM1
S10-A90,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,TNFRSF1B,Test,12.95992962,1,Pass,0.023073164,83.14293055,63.97108313,0.969770657,,TNFRSF1B
S10-A89,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,NFKB1,Test,13.0335065,1,Pass,0.023073164,78.77007014,84.90590653,0.957237037,,NFKB1
S10-A88,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL3,Test,999,0,Flag,0.023073164,999,999,0,,IL3
S10-A87,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IL12B,Test,999,0,Flag,0.023073164,999,999,0,,IL12B
S10-A86,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,GAPDH,Test,8.591750554,1,Pass,0.023073164,82.60709644,999,1,,GAPDH
S10-A85,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CD3E,Test,999,0,Flag,0.023073164,999,999,0,,CD3E
S10-A96,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,ZEB2,Test,999,0,Flag,0.023073164,999,999,0,,ZEB2
S10-A95,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,STAT3,Test,13.24438726,1,Pass,0.023073164,78.38159254,66.30876621,0.976156845,,STAT3
S10-A94,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,NUR77,Test,13.918428,1,Pass,0.023073164,83.82654389,65.10247309,0.966725534,,NUR77
S10-A93,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IRF7,Test,15.41305636,1,Pass,0.023073164,81.84417193,999,1,,IRF7
S10-A92,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,IFIT3,Test,11.66445388,1,Pass,0.023073164,81.57707435,999,1,,IFIT3
S10-A91,SEEP05_wk11_NOD-M_10_IS_doublet_none_A10,Unknown,1,CXCL10,Test,18.09303082,1,Pass,0.023073164,84.68780386,999,1,,CXCL10
S87-A01,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,BCL6,Test,999,0,Flag,0.023073164,999,999,0,,BCL6
S87-A02,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,CD4,Test,999,0,Flag,0.023073164,999,999,0,,CD4
S87-A03,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,GATA4,Test,999,0,Flag,0.023073164,999,999,0,,GATA4
S87-A04,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,IL17A,Test,999,0,Flag,0.023073164,999,999,0,,IL17A
S87-A05,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,IL4,Test,999,0,Flag,0.023073164,999,999,0,,IL4
S87-A06,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,PPARA,Test,999,0,Flag,0.023073164,999,999,0,,PPARA
S87-A07,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,AIM2,Test,999,0,Flag,0.023073164,999,999,0,,AIM2
S87-A08,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,CXCR3,Test,999,0,Flag,0.023073164,999,999,0,,CXCR3
S87-A09,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,IFNGR1,Test,999,0,Flag,0.023073164,999,999,0,,IFNGR1
S87-A10,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,ISG15,Test,999,0,Flag,0.023073164,999,999,0,,ISG15
S87-A11,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,OAS1B,Test,999,0,Flag,0.023073164,999,999,0,,OAS1B
S87-A12,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,STAT4,Test,999,0,Flag,0.023073164,999,999,0,,STAT4
S87-A13,SEEP05_wk11_NOD-M_87_IS_doublet_none_H3,Unknown,1,CCR2,Test,17.40444676,1,Pass,0.023073164,76.8116465,999,1,,CCR2
