Chip Run Info,F:\1363029033\ChipRun.bml,1363029033,96.96 (136x),GE 96x96 Express+Melt_v1,ROX,EvaGreen,11/8/2025 9:55:10 AM,01:44:51,X9-190034,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.7.1
Application Build,20200930.1707
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S89-A50,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CD74,Test,17.5239707038039,0,Flag,0.021487681662316,999,84.2688148435985,0
S89-A49,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,BMP5,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A60,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,VEGFB,Test,17.6834593910033,1,Pass,0.021487681662316,84.4427812821003,65.6770960122028,0.917855312852989
S89-A59,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,TLR3,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A58,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,SELE,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A57,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,PDGFB,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A56,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,LY75,Test,18.3880088775303,1,Pass,0.021487681662316,79.8786842310716,65.656748897574,0.909258551973897
S89-A55,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,INS1,Test,19.1979130506927,0,Flag,0.021487681662316,999,83.7335535260192,0
S89-A66,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,ICOSL,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A65,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,GHRL,Test,24.4920772612738,1,Pass,0.021487681662316,80.0634995915389,999,1
S89-A64,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,FAP,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A63,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CSF1,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A62,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CD80,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A61,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,BMP7,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A72,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,WNT2B,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A71,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,TLR4,Test,16.013472634795,1,Pass,0.021487681662316,77.9972955079575,65.9839801944311,0.929814264526984
S89-A70,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,SFRP1,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A69,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,PDGFRB,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A68,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,MMP1A,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A67,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,INS2,Test,11.3317847707919,1,Pass,0.021487681662316,85.6289376924698,65.6456223322193,0.924544540101361
S89-A78,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,IFNG,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A77,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,GM13889,Test,18.0939553683203,1,Pass,0.021487681662316,82.3053094461521,65.5780386604503,0.892220498730334
S89-A76,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,FCGR1,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A75,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CSF1R,Test,17.1268493057991,0,Flag,0.021487681662316,999,82.9348715820152,0
S89-A74,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CD83,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A73,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CD14,Test,17.0374341527765,1,Pass,0.021487681662316,82.0405117056561,65.5841353869849,0.901151353204983
S89-A84,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,WNT4,Test,15.1206071859247,0,Flag,0.021487681662316,999,83.2876468389096,0
S89-A83,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,TLR7,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A82,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,SPP1,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A81,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,PDPN,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A80,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,MMP2,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A79,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,ITGAX,Test,17.1093328884393,0,Flag,0.021487681662316,999,82.9465340199352,0
S89-A90,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,IGF1,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A89,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,H2-AA,Test,15.8110816152129,1,Pass,0.021487681662316,82.008898420053,66.2674643132957,0.85736668520861
S89-A88,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,FGFR1,Test,17.1301158193955,1,Pass,0.021487681662316,79.8166024143128,65.6488726764159,0.925365842118036
S89-A87,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CSF2RA,Test,16.1669506873845,1,Pass,0.021487681662316,85.3041480954998,65.8977899189761,0.814703529235096
S89-A86,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CD86,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A85,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,CD24A,Test,17.4454747839952,0,Flag,0.021487681662316,88.0597411609645,65.4613362430972,0.781012925901325
S89-A96,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,ZAP70,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A95,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,TLR9,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A94,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,SST,Test,21.7418156447141,0,Flag,0.021487681662316,999,82.9675378894638,0
S89-A93,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,PECAM1,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A92,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,MMP3,Test,999,0,Flag,0.021487681662316,999,999,0
S89-A91,SEEP05_wk11_NOD-M_89_IS_doublet_none_H5,Unknown,1,ITGB1,Test,13.5334059172625,1,Pass,0.021487681662316,81.165217190839,65.7292393823124,0.935966277329784
S11-A01,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ACTA2,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A02,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD36,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A03,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD8A,Test,24.6246958450699,0,Flag,0.021487681662316,999,74.1960915619819,0
S11-A04,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CSF2RB,Test,17.7609471685259,0,Flag,0.021487681662316,999,84.2399783895946,0
S11-A05,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,FGFR3,Test,16.0707409697782,0,Flag,0.021487681662316,999,85.4199474242991,0
S11-A06,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,H2-DMA,Test,18.0437039759226,0,Flag,0.021487681662316,999,85.473894826054,0
S11-A07,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,IGF2,Test,18.4620324185712,0,Flag,0.021487681662316,999,84.2477551050075,0
S11-A08,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,KDR,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A09,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,MMP9,Test,22.8139718105866,1,Pass,0.021487681662316,86.2247468295825,65.8236755966997,0.802375294583992
S11-A10,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PPY,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A11,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TEK,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A12,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TNC,Test,15.7467733372779,1,Pass,0.021487681662316,84.1218495464059,66.208219539689,0.835330808754348
S11-A13,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ACVR1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A14,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD3E,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A15,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CLEC7A,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A16,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CXCL13,Test,15.6255038301571,1,Pass,0.021487681662316,80.8968776567364,66.5256922143541,0.847881514889279
S11-A17,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,FGR,Test,26.7973669170567,0,Flag,0.021487681662316,999,71.0359913243835,0
S11-A18,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,HIF1A,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A19,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,IL1A,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A20,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,KLF5,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A21,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,NFATC1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A22,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PTGS2,Test,20.4321621101491,0,Flag,0.021487681662316,999,81.5033183155591,0
S11-A23,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TGFB1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A24,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TNFSF11,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A25,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ANGPT1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A26,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD4,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A27,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,COL11A1,Test,24.4096706934126,0,Flag,0.021487681662316,999,66.7279553155907,0
S11-A28,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,DES,Test,16.9150534895724,0,Flag,0.021487681662316,999,83.6943311689927,0
S11-A29,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,FLT4,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A30,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,IAPP,Test,21.7304357995445,1,Pass,0.021487681662316,83.9836990359765,65.503919416007,0.824927737521305
S11-A31,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,IL1B,Test,23.4559802429492,0,Flag,0.021487681662316,999,83.1685941846461,0
S11-A32,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,LCK,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A33,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,NLRP3,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A34,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PTK2,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A35,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TIMP1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A36,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,VCAM1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A37,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ANPEP,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A38,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD44,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A39,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,COL1A1,Test,21.7577692159358,0,Flag,0.021487681662316,83.3472807227491,66.1802510340682,0.793937060047922
S11-A40,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,EGFR,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A41,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,GCG,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A42,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ICAM1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A43,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,IL34,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A44,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,LEPR,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A45,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PDGFA,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A46,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,RSPO1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A47,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TIMP2,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A48,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,VEGFA,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A54,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ICAM2,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A53,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,GFAP,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A52,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ADGRE1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A51,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,COL1A2,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A50,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD74,Test,17.5426113314149,0,Flag,0.021487681662316,999,66.2838908278492,0
S11-A49,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,BMP5,Test,999,0,Flag,0.021487681662316,999,85.1448197723493,0
S11-A60,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,VEGFB,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A59,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TLR3,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A58,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,SELE,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A57,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PDGFB,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A56,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,LY75,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A55,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,INS1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A66,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ICOSL,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A65,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,GHRL,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A64,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,FAP,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A63,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CSF1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A62,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD80,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A61,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,BMP7,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A72,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,WNT2B,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A71,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TLR4,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A70,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,SFRP1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A69,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PDGFRB,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A68,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,MMP1A,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A67,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,INS2,Test,11.6544025680599,1,Pass,0.021487681662316,85.6003074159496,65.7721668430364,0.915138134163144
S11-A78,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,IFNG,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A77,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,GM13889,Test,22.8766288605688,1,Pass,0.021487681662316,82.2134107460735,65.2625780555216,0.819092991654995
S11-A76,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,FCGR1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A75,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CSF1R,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A74,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD83,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A73,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD14,Test,16.5569212183121,1,Pass,0.021487681662316,81.9979210945891,65.7397803575753,0.903633603187086
S11-A84,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,WNT4,Test,27.0816148037588,0.975630250372505,Pass,0.021487681662316,75.4544951053512,999,1
S11-A83,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TLR7,Test,18.1880347888599,1,Pass,0.021487681662316,80.2008957577873,66.9075314910552,0.854019198554988
S11-A82,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,SPP1,Test,20.7193530120522,0,Flag,0.021487681662316,999,81.6675886430406,0
S11-A81,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PDPN,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A80,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,MMP2,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A79,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ITGAX,Test,22.8720568144896,0,Flag,0.021487681662316,999,82.8914675084634,0
S11-A90,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,IGF1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A89,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,H2-AA,Test,17.2839790180348,1,Pass,0.021487681662316,81.9549573313701,66.3383017763064,0.831011353521387
S11-A88,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,FGFR1,Test,16.6607575036196,0,Flag,0.021487681662316,999,86.5718581891794,0
S11-A87,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CSF2RA,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A86,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD86,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A85,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,CD24A,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A96,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ZAP70,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A95,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,TLR9,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A94,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,SST,Test,17.1642856674844,0,Flag,0.021487681662316,999,82.9722955644925,0
S11-A93,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,PECAM1,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A92,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,MMP3,Test,999,0,Flag,0.021487681662316,999,999,0
S11-A91,SEEP05_wk11_NOD-M_11_IS_doublet_none_A11,Unknown,1,ITGB1,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A01,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,ACTA2,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A02,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD36,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A03,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD8A,Test,23.6373173591656,0,Flag,0.021487681662316,999,74.5107618344803,0
S88-A04,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CSF2RB,Test,21.1147647968765,0,Flag,0.021487681662316,999,84.1748629954843,0
S88-A05,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,FGFR3,Test,16.6253261837033,0,Flag,0.021487681662316,999,85.3187872222324,0
S88-A06,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,H2-DMA,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A07,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IGF2,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A08,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,KDR,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A09,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,MMP9,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A10,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,PPY,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A11,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TEK,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A12,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TNC,Test,17.0605303522648,1,Pass,0.021487681662316,84.1338355078039,66.1988616591653,0.812687319828654
S88-A13,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,ACVR1,Test,14.218394409078,1,Pass,0.021487681662316,79.3199208242932,65.610077978369,0.923450058797164
S88-A14,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD3E,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A15,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CLEC7A,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A16,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CXCL13,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A17,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,FGR,Test,16.569300051055,1,Pass,0.021487681662316,81.0991701878516,65.7107645491487,0.927463954315531
S88-A18,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,HIF1A,Test,13.5329747390511,1,Pass,0.021487681662316,75.597801429026,65.7968003607738,0.933713331355302
S88-A19,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL1A,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A20,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,KLF5,Test,15.9159049572501,1,Pass,0.021487681662316,77.7846141294743,65.8621861416862,0.917184096211928
S88-A21,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,NFATC1,Test,17.2677234630955,1,Pass,0.021487681662316,80.844579741793,999,1
S88-A22,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,PTGS2,Test,16.5616590685761,0,Flag,0.021487681662316,999,81.577882136482,0
S88-A23,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TGFB1,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A24,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,TNFSF11,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A25,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,ANGPT1,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A26,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,CD4,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A27,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,COL11A1,Test,24.6224248216019,0,Flag,0.021487681662316,75.9804802203333,66.2609435341359,0.574499586206129
S88-A28,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,DES,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A29,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,FLT4,Test,999,0,Flag,0.021487681662316,999,999,0
S88-A30,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IAPP,Test,10.0302869394147,1,Pass,0.021487681662316,84.0367648996863,65.7972910354585,0.914702986854162
S88-A31,SEEP05_wk11_NOD-M_88_IS_doublet_none_H4,Unknown,1,IL1B,Test,999,0,Flag,0.021487681662316,999,999,0
