"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","ADAMTS2","AIM2","ANG","APP","AREG","ATOH8","B2M","BCL2","BCL6","C3_1","C3_2","C5_1","C5_2","CAMP","CCL24","CCL3","CCL8","CCR1","CCR2","CCR3","CCR4","CCR5","CCR6","CCR7","CD274","CD28","CD3E","CD4","CD40","CD44","CD52","CD53","CD8A","CDC42_1","CDC42_2","CEACAM1","CFH","CMA1","CRISPLD2","CSF1","CSF1R","CSF2","CTLA4","CTNNB1","CXCL10_1","CXCL10_2","CXCL2","CXCL9","CXCR3","CXCR4","DEFB1","ECM1","EGFL6","EGR1","EGR2","ENG","F13A1","F2R","F2RL2","FFAR2","FGF9","FGFR2","FNDC4","FOXP3","FURIN","FYN","FZD1","GAPDH","GATA3","GRN","GSK3A","GSK3B","HBEGF","HGF","HIF1A","HLA-DRA","HMGB1","HMOX1","ICAM1","ICOS","IFI44","IFI44L","IFIT1","IFIT3","IFNAR1","IFNAR2","IFNG_1","IFNG_2","IFNGR1_1","IFNGR1_2","IGF1","IL10","IL12RB1_1","IL12RB1_2","IL17A_1","IL17A_2","IL1A","IL1B","IL2","IL21","IL22","IL25","IL26","IL2RA","IL3","IL4","IL4R","IL5","IL5RA","IL7","IL7R","IRF1","IRF2","IRF4","IRF7","IRF9","ISG15","ITGA4","ITGAL","ITGB1","ITGB2","JAG1","JAK1","JAK2","LEF1","LGALS3","LRP5","LRP6","LY6E","MMP2","MMP24","MMP25","MMP28","MMP9","NFKB1","NLRP3","NPNT","NR4A1","OSM","P3H4","PDCD1_1","PDCD1_2","PDGFA","PDGFB","PI3","PPARA","PPARG","PPARGC1A","PTEN","PTGES2","RAC1_1","RAC1_2","RAC2_1","RAC2_2","REG3G","RHO","RORC","RPL13A","SDC1","SOCS3","STAT1","STAT3","STAT4","STAT5B","SYK","TBX21","TCF7","TGFA","TGFB1","TGFB3","TGFBR2","THBS1","TNF_1","TNF_2","TNFAIP3","TNFRSF1A_1","TNFRSF1A_2","TNFRSF1B","TNFRSF21","TPSB2","TRAF2","TRAF3IP2","TSPAN2","TYK2","VAV1","VEGFA","VEGFB","VEGFC","VWF","WNT1","ZAP70","ZEB2"
"215","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_D3",0,0,8.31994008,0,0,0,13.72918146,8.17311148,12.12655564,0,0,0,0,0,4.58678544,0,0,0,0,7.40368336,9.67343587,0,9.05214791,7.65927053,0,10.09779345,12.65063097,0,8.27162822,12.14059173,9.8044071,11.09077912,6.83827606,12.44584065,12.76313315,0,0,8.64865496,0,0,0,0,12.09232791,11.15393049,7.06942766,7.79932077,5.26186799,0,7.40567046,14.639851493,0,0,0,0,0,0,0,8.45495269,0,9.3652158,0,0,0,0,11.53341039,12.02349683,0,12.78477092,4.89009154,6.37061366,0,7.09856039,0,0,10.83947192,0,0,0,6.8238923,11.70651634,8.75991121,0,9.09003298,8.88814789,0,5.70998271,0,0,12.93950479,13.25931498,0,0,9.92003046,3.92485631,7.97486716,8.03742849,0,0.538422860000001,0,0,0,0,8.32806841,7.54771065,0,0,0,0,0,0,14.286592383,8.58248561,8.75411404,11.74825914,5.52130575,8.93156216,7.58616426,8.95839964,10.31087929,8.35653321,0,0,12.300371,0,0,0,0,0,8.58850606,0,0,4.12534961,0,0,9.89691548,0,0,0,7.20774574,1.85627917,0,11.51401547,0,0,0,0,0,0,0,0,10.32122666,10.75278134,11.40709144,11.88195292,0,0,0,12.53773052,0,7.08328942,8.65745689,9.60278534,9.44495114,9.59745567,0,8.02309119,0,0,10.13791262,0,0,12.31211706,8.51583641,10.28756042,15.167956957,0,0,9.45492557,0,6.94981624,8.96339819,0,0,6.46316804,0,0,6.53402828,0,0,0,9.08679242,11.18587703
"216","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_D4",0,0,7.49722335,0,0,0,0,6.55581709,0,0,0,0,0,0,2.92053314,0,0,0,0,0,10.15610976,0,8.27773249,0,0,0,0,0,0,0,0,0,0,8.27182901,8.56604656,0,0,7.54501641,0,0,0,0,8.49436363,0,6.40759837,7.64912775,4.29206453,0,0,0,0,0,0,0,0,0,0,0,0,7.92483807,0,0,0,0,1.25596332,0,8.28939178,8.41936929,0,0,0,0,0,0,0,0,0,0,5.14688207,0,0,0,8.08966899,7.62254277,0,0,0,0,7.58354284,7.66220358,0,0,0,0,5.22325284,5.12821233,0,0,0,0,0,8.13293175,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84669136,0,0,0,0,0,0,0,4.72934914,0,0,0,0,6.37065215,0,0,0,4.15555668,0,0,0,0,0,0,0,0,8.1463099,0,0,0.259366199999999,0,0,0,0,0,4.24434573,5.04095395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64516534,0,4.613429,0,0,0,0,0,7.40878292,0,0,0,0,0,0,0,0,0,0,0,0
"217","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_E3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01880635,0,0,0,0,0,0,0,0,0,0,0,0,0.75591116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666136999999978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10878805,7.51834716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65911645,0,0,0,0,0,0,0,0
"218","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_E4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12011394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96222127,7.50689137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_F3",0,0,9.65472319,0,0,0,0.0666580900000007,0,0.0953554799999985,0,0,0,0,0,4.28074639,0,0,0,0,8.57905263,10.11874558,0,8.39491675,8.38897296,0,0,0.22648289,0,8.93803845,0.68360917,0,0,0,10.39622525,10.9095238,0,0,9.05254558,0,0,0,0,9.47879625,0,6.25991802,7.54335666,5.47430721,0,7.62497894,8.84716655,0,0,0,0,0,0,0,9.80613201,0,9.02213653,0,0,0,0,3.98296236,0,8.05810304,9.03249417,0,4.10683837,0,0,0,0,0,0,4.00604823,0,4.48325095,0.494921340000001,9.38843181,0,8.81604454,9.23496566,0,0,0,0,7.23324651,7.50459739,0,0,0,0,0,0,0,2.54622949,0,0,2.73420451,8.83506296,0,0,0,0,0.188803579999998,0,0,0,2.81033458,0.58355418,0,0,0,8.84707758,0,0,0,0,0,0,0.32420913,5.59358877,0,0,0,0,8.14892875,0,0,0,6.25651546,0,0,2.72229449,0,3.63935303,1.21305595,0,0,9.11551583,0,0,1.64657755,0,0,0,0,0,8.04044205,8.3814167,0,0,7.5672791,0,0,7.69676879,0,6.11139045,0,0,0,0,0,0,0.0661937200000011,0,0,0,0,9.55309989,2.77461924,5.66994968,3.38399267,0,0,0,0,5.9978911,0,0,0,0,0,0,0,0,0,0,0,0
"220","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_F4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2286943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43444683,7.61638535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73245946,2.13513565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_G3",0,0,9.67536187,0,0,0,0,7.58218672,0,0,0,0,0,0,5.05156401,0,0,0,0,9.0410812,10.03314912,0,8.38218906,8.61692255,0,0,0,0,8.98044348,0,0,0,0,10.33109053,10.65361804,0.508850339999999,0,8.5855846,0,0,0,0,9.31469513,0,7.64987135,8.31139463,5.1198251,0,7.70411444,8.38474649,0,0,0,0,0,0,0,9.69724149,0.323071909999999,9.2712162,0,0,0,0,0,0,9.00548165,8.94373653,0,6.06582401,0,0,0,0,0,0,7.84318348,0,7.96647513,0,9.13546113,0,9.2989276,9.2751329,0,0,0,0,7.84485819,8.19041884,0,0,0,0,0,0,0.522361750000002,0,0,0,3.9464,8.25327707,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37460614,0,0,0,0,0,0,0,0,0,0,0,0,2.82111711,0,0,0,6.54111043,0,0,1.13554145,0,1.6771156,1.86102524,0.680893569999999,0,0,0,0,3.4992966,0,0,0,0,0,8.08507189,8.65826572,0,0,8.43289517,0,0,7.51878458,0,5.9408751,0,0,0,0,0,0,0.441945149999999,0,0,0,0,9.60165145,5.79353887,5.88557666,0,0,0,0,0,8.0782427,0,0,0,0,0,0,0,0,0,0,0,0
"222","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_G4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430594360000001,9.62203415,0,0,0,0,0,0,0,0,0,0,0,0,2.38035947,0.968159329999999,0,0,0,0,0,0,0,0.326677740000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066614229999999,0,0,0,0,7.90492999,8.70402451,0,0,0,0,0,0,1.98553668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77527005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42256454,0,0,0,0,0,0,0,0,0,0,0
"223","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_H3",0,0,7.96137856,0,0,0,12.67763593,7.86214682,0,0,0,0,0,0,0,0,0,0,0,7.87290136,9.69038294,9.77242854,7.28971728,0,0,11.14260948,12.27748194,0,8.80309371,8.32243255,10.64298105,10.60788553,7.04957746,11.71364164,12.29562599,0,0,0,0,0,0,0,10.82111807,9.19175881,0,0,0,0,8.1933062,13.60688002,0,0,0,8.40145856,0,9.73191214,0,9.85560358,0,9.71060941,0,0,0,0,5.77659136,11.06264492,6.7858513,9.57657692,5.20795115,5.99882687,0,0,0,0,12.01042242,8.93875676,8.16048753,6.80776997,0,8.98455092,7.93165492,0,0,0,0,5.08855677,0,0,6.33589919,7.05625095,0,7.3565193,9.11605597,3.44863664,0,0,0,0,0,0,0,7.87139333,0,0,0,0,0,0,0,0,0,10.56307571,0,0,0,6.85055657,0,10.28053949,8.64610149,0,10.31160365,0,11.00115827,0,0,3.03137516,0,0,9.90052782,0,0,0,0,0,0,0,0,1.03062262,0,0,0,8.34931761,0,0,2.2845904,0,0,0,7.99086535,8.06359304,9.45515572,10.22151671,12.0374686,12.816651,6.28629045,0,0,11.96120584,0,6.5609269,0,8.42603944,0,10.08903657,0,0,0,0,10.73248191,0,0,8.64330984,0,0,13.96174225,0,0,9.23569124,0,7.19472261,0,0,0,7.33409757,6.17715679,0,7.93042652,0,0,0,0,0
"224","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_H4",0,0,0,0,0,0,1.20297013,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88147504,0,0,0,0,0,0.960389030000002,0,0,0,0,0,0,1.31721669,0,0,0,0,0,0,0,0,1.40711926,0,0,0,0,0,6.73335213,2.47328483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53709128,0,1.80449766,0,0,0,0,0,0,0,0,0,0,0,0.267352429999999,0,0,0,0,0,0,0,0,7.6612583,8.23478914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71992374,0,0,0.361563400000001,0,0,0,0,0,0,0,0,0.321925839999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97178214,2.64349829,0,0,0,0.18267041,0,0,0,0,1.28120989,0,0,0,0,0,0,0,0,0,0,0,1.5987412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506458550000001,0
"225","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-I-CO-ASCN-LPL_MAIT_5OPRU_E11",0,0,9.46298877,0,0,0,12.34657331,8.03734413,0,0,0,0,0,0,4.49240381,0,0,0,0,8.67187431,10.6701136,0,7.42414311,9.0556996,0,9.09305884,10.44780293,0,0,11.84139569,0,10.73589614,6.77505741,11.55293709,12.17866314,1.02273858,0,9.5723715,0,0,0,0,7.6867008,10.05622186,7.27495794,8.73145641,6.14498639,0,8.19984465,13.89896173,0,0,0,11.46201743,0,1.96930595,0,9.34008451,0,10.16039751,0,0,0,0,9.64685233,11.01734215,0,11.11656576,3.89065593,0,0,7.17440718,0,0,8.00044427,0,0,0,7.88222197,0,10.03828552,0.772822059999999,7.36426954,8.27807609,0,0,0,0,10.74301113,11.57809603,0,0,0,0,0,0,4.65737306,0,0,0,3.85159263,9.69573143,0,0,0,0,0,0,0,0,14.461088413,8.87683659,0,0,6.5825353,8.46676212,0,9.14914709,0,9.80858255,0,0,9.83361468,7.22028374,0,0,0,0,6.80060182,0,0,0,7.48444958,0,8.26551133,1.84889009,0,5.08134854,3.83346981,1.51552684,0,9.23925095,0,0,0,0,0,0,9.70242286,0,8.7338637,9.79094211,10.26708581,11.12524752,7.70706069,0,0,12.08096258,0,0,0,0,0,7.86140385,0,0,0.932588890000002,0,11.23082756,0,6.43989143,8.38333771,9.96077545,11.11431065,14.663196838,0,0,8.11864184,0,7.51948558,0,0,0,1.78273616,6.99091585,0,7.69167167,0,0,0,9.52052691,0
"226","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-I-CO-ASCN-LPL_MAIT_5OPRU_F11",0,0,0,8.46903683,0,0,12.63028288,9.27083433,0,0,0,0,0,0,0,8.66641755,0,0,0,0,10.20444512,0,7.25067017,8.47744427,0,8.99393474,11.78502049,0,0,10.99271676,9.7192232,9.16822166,3.4955853,10.82098037,11.44335694,0,0,0,0,0,0,0,0,11.20777234,0,0,0,0,0,14.054383595,0,0,0,8.64538416,0,0,0,0,0,0,8.15729166,0,0,0,12.28012413,12.18236867,0,12.21538964,0,8.45843734,0,0,0,0,12.99932899,0,0,0,0,11.46363974,0,0,0,7.23632234,0,0,0,0,11.98984361,12.67389383,0,0,5.89374897,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99673755,0,0,0,14.68143234,8.03759822,7.88179961,9.13857832,6.00805585,6.94024346,8.37229714,9.4041147,0,6.85088311,9.23950208,0,11.16951945,0,0,4.65006245,0,0,7.1241094,0,0,0,0,0,11.26237608,0,0,0,0,0,0,9.23529963,0,0,0,6.52634615,0,0,0,0,0,0,11.44081333,12.31475315,0,0,0,12.85256699,0,6.89001241,10.83465592,9.60606026,9.56632478,6.81030843,0,0,5.64453038,0,11.13000862,0,9.38202056,11.93255418,0,0,14.614675063,0,0,8.85311601,0,0,0,0,0,7.99184121,0,0,8.99324931,0,0,0,8.48114525,0
"227","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-I-CO-ASCN-LPL_MAIT_5OPRU_G11",0,0,9.6579961,0,0,0,5.95393019,8.05294789,0,0,0,0,0,0,5.1800006,0,0,0,0,7.62789898,8.69188687,7.87791058,7.32833828,7.86215175,0,4.03120947,4.28355784,0,7.9213666,3.71267113,0,2.3571773,0.268750730000001,8.974243,10.42623282,0.160572030000001,0,8.6837645,0,0,0,0,8.09318647,7.94056221,5.33936756,7.50018385,4.9144601,0,6.4422868,8.18271103,0,0,0,0,0,0,0,10.45281712,0.580555329999999,9.35384649,0,0,0,0,6.63309064,5.54388994,9.15685366,7.64912478,5.34689493,6.3227499,0.568381949999999,0,0,0,0,0,9.10987302,0,4.8618233,2.33284064,8.29356362,0,8.09966441,7.73064376,0,0,0,0,6.8357178,8.17925844,0,0,0.136775459999999,0,0,0,0,3.53120544,0,0,1.19887946,8.02921636,0,0,0,0,1.88621479,0,0,0,6.52708524,0,0,5.13575054,0,7.02137631,0.106761550000002,0,7.86407896,0,0,0,2.41698858,5.23834488,0,0,0,0,6.28285619,0,0,0,6.38752018,0,8.46781008,1.2510323,0,0.24676041,1.09552531,0,0,9.27287964,0,0,0,0,0,0,1.69964539,0,7.95959911,9.70360327,3.85735792,0,7.74973619,0,2.64397045,6.8290725,0,2.73656601,1.24260295,2.92608543,2.60919066,4.00614972,0,0,0,0,7.16301902,0,0,9.90957324,1.30849006,6.43338463,9.0843987,0,0,5.40827431,0,7.74309562,1.09481026,0,0,2.62244427,5.96462654,0,0,0,0,0,3.89244151,0
"228","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-I-CO-ASCN-LPL_MAIT_5OPRU_H11",0,0,9.21312251,0,0,0,11.45219674,7.0990439,0,0,0,0,0,0,3.3823221,0,0,5.59361323,0,8.76037734,10.29335065,6.89780669,8.82299086,9.84150477,0,10.11918104,11.07168127,0,7.86246751,9.98022276,0,9.67702841,6.59511169,11.71949788,12.39479795,0,0,8.54626428,0,0,0,0,11.29936227,9.09122619,7.02976441,6.90865313,3.29059762,0,7.43922981,13.7607788,0,0,0,0,9.5427014,0,0,10.21634351,0,9.70002773,0,0,0,0,12.39095493,12.42022232,9.17569722,11.67662627,0,6.32916001,7.89934665,0,0,0,9.53821711,0,8.78462758,0,6.80823846,9.0075635,9.75561287,0,8.6555155,8.87387065,0,5.4058118,0,0,10.98587722,11.83746401,0,0,7.62332934,0.481487489999999,0,0,0,0,0,0,0.366008709999999,9.01330154,0,0,0,0,6.96289469,0,0,0,13.51000587,6.74360876,0,11.92938359,0,8.45656499,6.45766595,9.70660094,0,8.41392415,5.28415713,0,10.02693509,7.41627418,0,0,0,0,5.14339974,0,0,0,5.62432512,0,11.32993417,0,0,7.49476747,8.73187784,0,0,10.60657335,0,0,1.69156556,0,0,0,8.941815,0,8.81531182,9.90193413,10.45137495,11.53816072,7.21595029,0,0,11.80410813,0,4.84039887,8.27334005,8.70317165,9.90891541,10.37377383,0,0,5.13168754,0,9.77520756,8.78179414,0,10.76909879,0,5.81388171,12.9587178,0,0,9.82950063,0,7.31793653,7.19531367,9.0575313,0,5.77862691,8.69745047,0,0,0,0,10.05446258,9.87826566,8.03664843
"229","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1W-UI-CO-CECU-IEL_MAIT_5OPRU_E11",0,0,9.98891496,0,0,0,0,7.67496457,0,6.058242,5.697894,0,0,3.59080589,7.20142933,8.44779835,7.47708129,0,0,8.94687567,11.34233478,0,9.20693332,9.36142228,0,0,0,0,10.34801542,0,0,0,0,10.7834621,11.61676451,3.29385455,0,9.60395788,0,0,0,0,9.76587141,3.32242198,8.03038672,9.13974483,7.11368314,0,7.75192264,0,0,0,0,0,0,0,0,9.91673785,0,9.76776351,0,0,0.544706720000001,3.08179535,7.15804659,0,9.65106478,9.51510967,0,8.35153526,0,0,0,0,2.50476662,0,10.02529938,0,8.14483413,0,9.86963464,4.60809278,9.85309009,9.81715153,0,0,0,0,9.21742087,9.66586066,0,0,0,0,0,0,0,8.41935827,0.178473310000001,0,8.10288387,0,0,0,0,0,0,0,0,0,0,2.37179951,0,0,0,9.06663111,0.730040299999999,0,0,0,0,0,0,5.74530567,0,0,0,2.47481161,5.0775054,0,0,0,7.51764426,0,0,8.17885568,0,1.92620739,2.84942853,0,0,9.03815364,0,0,4.41032306,0,0,0,0,0,7.62825613,7.97039285,2.40189595,1.78967804,9.16858561,0,0,8.50606676,0,4.95598982,0,0,0,0,0,0,1.83618254,0,0,0,0,9.78014821,7.25779461,6.65882557,0,0,0,0,0,7.23345782,0,0,0,3.79425948,0,0,0,0,0,2.43664567,0,0
"230","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1W-UI-CO-CECU-IEL_MAIT_5OPRU_F11",0,7.2664383,10.09927055,9.19355657,0,0,14.643018571,10.57595622,10.03974822,3.82360263,3.84591775,0,0,0,6.2468814,6.62759951,5.12138596,0,0,8.99403923,11.02389661,0,7.88713715,8.43707452,0,11.73207565,11.6940722,0,8.11729711,10.77134729,12.55587331,10.32023792,8.42868919,12.01418721,12.98303358,3.63631069,0,9.40897565,0,0,0,0,11.11745363,10.11242486,7.48524363,8.85868029,6.66777939,0,0,9.95636816,0,0,0,0,0,0,0,7.51822158,0,8.69663394,0,0,0.575408289999999,0,9.04586025,12.65806705,8.6018805,15.305026419,4.72053164,0,10.05338948,0,0,0,11.01824351,0,10.06372026,0,8.56427228,10.19788708,10.58137357,3.80155876,9.01153475,9.61900018,8.30837007,4.62160216,0,0,9.50118148,9.91752395,0,0,6.56867043,2.11608032,9.59840585,10.16161933,1.4268114,7.43704461,0,0,6.20269091,9.18991074,0,9.46253207,0,0,6.07486371,0,0,0,10.80892749,7.90848368,0,11.11105048,0,8.43298746,0,8.47230245,6.96110955,9.7133069,4.31391449,0,10.21527725,6.72729803,0,4.20979947,0,0.503321830000001,9.22723353,0,0,0,5.96089852,0,7.03589417,6.71684416,0,4.20705413,0,0,0,10.94993104,10.53231194,0,4.29202643,0,0,0,9.58486637,0,10.5786581,11.11549946,13.27579772,13.9524488,8.72930181,0,9.8496453,13.02637943,0,5.96809221,8.42167047,8.63547992,0,10.41680765,0,7.86408382,4.52174372,0,11.1304717,0,5.06535434,10.54979024,10.23451587,9.38926736,7.72486674,3.07933745,8.46099509,9.77412191,0,5.65302253,0,9.39152989,0,0,7.17783862,0,10.43301903,0,0,0,8.53619656,4.39840604
"231","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1W-UI-CO-CECU-IEL_MAIT_5OPRU_G11",0,0,10.19055903,1.94171741,0,0,13.32868266,7.88383141,0,3.05450089,2.92372804,0,0,2.15654709,5.40053943,3.47958599,4.38596858,0,0,7.97775957,10.90880229,7.32115542,8.46123603,8.87819416,0,7.77439618,10.40065855,0,9.40796844,11.18191988,6.66351082,7.60760952,0,10.9660186,11.92886517,2.3203907,0,9.27920565,0,0,0,0,10.46819258,10.19510099,7.49917102,8.00359736,5.129809,0,0,13.2605843,0,0,0,0,9.72967989,0,0,9.90480556,0,10.21012454,0,0,2.39040096,0,9.78819725,10.44280264,8.59524398,11.11603994,0,4.84761409,9.24350032,0,0,0,10.24380113,0,8.99850047,0,9.84230222,9.57132114,9.68601317,4.36946619,9.19934077,9.55411041,0,0,0,0,11.11282799,11.72795141,0,0,6.77626278,2.09900333,0,0,0,6.91567606,0,0,7.49711767,9.57842177,0,0,0,0,8.03951452,0,0,0,12.81166428,9.51594662,7.70777949,0,4.41697257,8.54420324,0,0,0,8.32026773,0,0,10.92362166,5.73200108,0,0,0,3.26926623,7.32527526,0.165483760000001,0,0,6.92721149,0,11.19662215,6.58894928,0,8.01835192,4.65920759,0,0,10.74787676,0,0,3.93763368,0,0,0,0,7.4586862,6.05028271,6.33887668,10.76463706,11.53755663,8.51574988,0,6.7031877,12.21752507,0,6.59851198,0,0,7.14362528,0,0,0,8.57980239,0,10.45737643,0,5.88423444,10.39279933,7.20109835,7.7642104,12.90015872,0,0,5.74832476,0,5.78724097,7.76473267,0,0,4.58817966,0,0,0,0,0,1.70248691,9.68777976,7.01430832
